wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
7,5,0,21,23,9,0,21,2,0.888888889,87,0,0,0.827586207,0.466666667,3,4,11,1,0.7143,0
4,3,0,5,16,4,0,5,3,0.888888889,66,0.333333333,0,0.909090909,0.666666667,1,2,14.75,2,0.75,0
3,3,0,21,28,3,0,21,2,2,134,0,0,0.75,0.444444444,1,1,43.66666667,7,3.3333,0
5,5,0,23,28,4,0,23,1,0.916666667,127,0,0,0.888888889,0.666666667,2,3,23.8,1,0.6,0
5,4,0,14,21,4,1,13,4,0.9375,97,0,0,0.888888889,0.583333333,3,5,17.6,1,0.6,0
4,3,5,28,33,6,5,23,2,1.083333333,205,0.25,0,0.75,0.5,1,2,49.25,1,0.75,1
4,1,0,146,7,2,146,0,2,0.814814815,94,0.333333333,6,0,0.5,0,0,20.25,1,0.5,0
2,3,0,20,26,1,0,20,2,2,84,0,0,0.857142857,0.666666667,0,0,41,1,0.5,0
2,3,0,10,6,1,0,10,2,2,19,0,0,0.857142857,0.666666667,1,1,8.5,1,0.5,0
5,5,0,25,28,10,0,25,1,1.083333333,115,0,0,0.888888889,0.666666667,2,3,21.4,1,0.6,0
9,6,0,25,51,24,1,25,1,0.96875,260,0.25,0,0.815789474,0.708333333,4,9,27.44444444,1,0.7778,1
4,4,0,26,45,6,0,26,2,1.333333333,365,1,0,0.785714286,0.5,1,1,90,4,2.25,0
4,5,0,6,11,4,0,6,1,1,37,0,0,0.923076923,0.555555556,2,2,7.5,1,0.5,0
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,0
5,6,0,15,39,4,1,14,4,0.916666667,188,0,0,0.892857143,0.666666667,3,3,36,1,0.6,0
10,4,0,38,68,37,5,33,8,0.944444444,475,0,0,0.80952381,0.740740741,4,9,46.1,2,0.9,0
3,4,0,8,7,3,0,8,1,2,19,0,0,0.857142857,0.666666667,2,2,5.333333333,1,0.6667,0
7,5,0,12,17,15,1,11,2,0.944444444,67,0,0,0.827586207,0.666666667,3,3,8.142857143,2,0.8571,0
8,5,0,19,24,16,0,19,2,0.904761905,112,0,0,0.777777778,0.428571429,3,6,12.625,5,1.25,1
2,4,0,23,25,1,0,23,2,2,160,0,0,0.916666667,0.625,2,2,79,1,0.5,0
2,3,0,12,9,1,0,12,2,2,31,0,0,0.857142857,0.625,1,1,14.5,1,0.5,0
5,1,0,35,68,0,2,33,0,0.75,413,0.666666667,1,0,0.5,0,0,80.4,14,4.2,1
7,4,0,11,18,21,0,11,4,1.023809524,120,0.285714286,0,0.838709677,0.444444444,1,2,15.14285714,4,1.2857,0
2,2,0,11,13,1,0,11,2,2,53,0,0,0.8,0.666666667,1,1,25.5,1,0.5,0
2,4,0,22,36,1,0,22,2,1,189,0,0,0.916666667,0.625,1,1,93,1,0.5,0
7,5,0,12,17,15,1,11,2,0.944444444,63,0,0,0.827586207,0.666666667,3,3,7.571428571,2,0.8571,0
2,1,0,9,8,1,4,5,1,2,26,0,0,0,0.5,0,0,12,4,2,0
