wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,3,0,11,13,1,0,11,2,2,161,0,0,0.857142857,0.583333333,1,1,79.5,1,0.5,0
10,1,0,7,16,21,4,3,10,0.777777778,86,1,3,0,0.28,0,0,7.2,1,0.9,0
5,4,0,7,25,8,0,7,2,1.15,111,0,0,0.9,0.6,1,1,20.2,4,1.4,0
2,3,0,6,7,1,0,6,2,2,23,0,0,0.857142857,0.625,1,1,10.5,1,0.5,0
2,3,0,14,20,1,0,14,2,2,73,0,0,0.857142857,0.625,1,1,35.5,4,2,0
2,3,0,10,12,1,0,10,2,2,57,0,0,0.857142857,0.625,1,1,27.5,1,0.5,0
4,2,2,37,34,4,2,35,3,0.833333333,219,0,0,0.666666667,0.555555556,2,2,53.25,1,0.5,0
2,3,0,20,26,1,0,20,2,2,169,0,0,0.857142857,0.625,1,1,83.5,14,7,0
6,6,0,20,29,3,0,20,1,0.866666667,167,0,0,0.84,0.733333333,2,3,26.33333333,1,0.6667,0
5,4,0,15,18,8,3,12,4,1,70,0,0,0.934782609,0.5,3,5,12.4,1,0.6,0
2,3,0,15,14,1,0,15,2,2,115,0,0,0.857142857,0.625,1,1,56.5,6,3,0
7,5,0,19,34,15,2,17,5,0.944444444,198,0,0,0.905660377,0.541666667,4,8,26.85714286,1,0.7143,1
5,7,0,22,24,4,0,22,1,0.916666667,105,0,0,0.884615385,0.666666667,2,3,19.4,1,0.6,0
4,5,0,9,13,4,0,9,1,1,43,0,0,0.913043478,0.555555556,2,2,9,1,0.5,0
4,7,0,9,13,4,0,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
4,4,0,25,38,6,0,25,1,1,499,0,0,0.934782609,0.5,1,3,122,2,1,0
3,3,0,8,22,1,0,8,2,0.75,91,0.5,0,0.947368421,0.666666667,0,0,28.66666667,4,1.3333,0
21,1,0,29,90,134,2,27,18,0.92962963,1272,0.962962963,1,0,0.275,0,0,58.28571429,43,5.1429,0
6,4,0,12,30,9,0,12,1,0.933333333,101,0,0,0.833333333,0.533333333,2,4,15.33333333,1,0.6667,0
5,4,0,16,26,8,1,15,3,1,109,0,0,0.952380952,0.4,3,6,20.2,3,1,0
7,4,0,11,22,19,0,11,1,1,67,0,0,0.8,0.611111111,2,5,8.142857143,1,0.7143,0
31,1,0,152,138,449,94,59,27,0.977777778,1400,0.166666667,0,0,0.116666667,0,0,43.77419355,6,2.2258,1
2,3,0,13,18,1,0,13,2,2,116,0,0,0.857142857,0.583333333,1,1,57,9,4.5,0
3,4,0,7,11,1,0,7,2,0.5,308,1,0,0.9,0.625,2,2,101.3333333,1,0.3333,0
5,6,0,17,19,4,0,17,1,0.916666667,75,0,0,0.875,0.666666667,2,3,13.4,1,0.6,0
2,1,0,3,4,1,0,3,2,2,12,0,0,0,0.75,0,0,5,1,0.5,0
2,3,0,21,14,1,0,21,2,2,55,0,0,0.857142857,0.625,1,1,26.5,3,1.5,0
4,4,0,16,23,4,1,15,3,1,104,0,0,0.977777778,0.555555556,3,8,24.25,1,0.5,0
3,3,0,20,27,3,0,20,2,1,154,0,0,0.75,0.444444444,1,1,50,3,1.3333,0
5,7,0,15,18,4,0,15,1,0.916666667,68,0,0,0.88,0.666666667,2,3,12,1,0.6,0
4,7,0,9,13,4,0,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
5,7,0,14,18,4,0,14,1,0.916666667,79,0,0,0.884615385,0.666666667,2,3,14.2,1,0.6,0
2,3,0,18,18,1,0,18,2,2,83,0,0,0.857142857,0.625,1,1,40.5,1,0.5,0
5,7,0,12,17,4,0,12,1,0.916666667,68,0,0,0.884615385,0.666666667,2,4,12,1,0.6,0
5,6,0,21,27,4,0,21,1,0.916666667,127,0,0,0.875,0.666666667,2,3,23.8,1,0.6,0
5,4,0,9,14,8,0,9,1,1,48,0,0,0.869565217,0.5,2,4,8,1,0.6,0
