wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,8,0,17,21,4,0,17,1,0.916666667,75,0,0,0.896551724,0.666666667,2,3,13.4,1,0.6,0
7,5,0,25,35,15,6,19,5,0.944444444,155,0,0,0.907407407,0.5,4,10,20.71428571,1,0.7143,0
2,3,0,11,13,1,0,11,2,2,57,0,0,0.875,0.6,1,1,27.5,4,2,1
2,2,0,2,3,1,0,2,2,2,7,0,0,0.995495495,1,0,0,2.5,1,0.5,0
5,7,0,24,28,4,0,24,1,0.916666667,113,0,0,0.892857143,0.666666667,2,3,21,1,0.6,0
5,5,0,9,10,10,7,2,2,1.083333333,35,0,0,0.971428571,1,4,11,5.4,1,0.6,1
2,3,0,10,9,1,0,10,2,2,43,0,0,0.875,0.6,1,1,20.5,3,1.5,1
2,4,0,13,16,1,0,13,2,2,62,0,0,0.944444444,0.625,1,1,30,3,1.5,0
5,7,0,15,18,4,0,15,1,0.916666667,64,0,0,0.888888889,0.666666667,2,3,11.2,1,0.6,0
4,7,0,9,13,4,0,9,1,1,43,0,0,0.925925926,0.555555556,2,2,9,1,0.5,0
4,6,0,9,13,4,0,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
8,4,0,22,41,26,0,22,5,0.753246753,387,0.090909091,0,0.853658537,0.326530612,1,1,46,14,2.375,1
5,7,0,22,25,4,0,22,1,0.916666667,96,0,0,0.892857143,0.666666667,2,3,17.6,1,0.6,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
4,4,0,30,44,4,2,28,3,1,232,0,0,0.967741935,0.555555556,3,9,56.25,1,0.5,1
2,3,0,7,6,1,0,7,2,2,22,0,0,0.875,0.666666667,1,1,10,2,1,1
33,1,0,47,156,508,4,43,30,0.984375,1632,0.166666667,0,0,0.08912656,0,0,48.27272727,11,4.4848,1
4,5,0,14,23,6,0,14,1,2,496,0,0,0.888888889,0.5625,1,4,123,1,0.75,0
2,3,0,10,11,1,0,10,2,2,35,0,0,0.875,0.625,1,1,16.5,2,1,1
3,5,0,8,21,3,0,8,1,1,328,0,0,0.961538462,0.666666667,1,2,106.3333333,1,0.6667,0
5,6,0,15,18,4,0,15,1,0.916666667,64,0,0,0.884615385,0.666666667,2,3,11.2,1,0.6,0
6,6,0,13,19,3,0,13,1,0.866666667,72,0,0,0.851851852,0.733333333,2,3,10.5,1,0.6667,0
4,5,0,10,8,6,0,10,2,2,22,0,0,0.88,0.541666667,2,3,4.5,1,0.75,0
4,7,0,8,13,4,0,8,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
2,3,0,21,14,1,0,21,2,2,54,0,0,0.875,0.625,1,1,26,4,2,1
5,6,0,10,15,4,0,10,1,0.916666667,53,0,0,0.884615385,0.666666667,2,3,9,1,0.6,0
4,2,0,12,25,2,0,12,2,0.866666667,181,0.4,0,0.904761905,0.833333333,1,1,43,3,1,1
46,1,0,11,47,1035,0,11,46,2,129,0,0,0,0.10367893,0,0,1.804347826,1,0.9783,0
2,4,0,7,4,1,0,7,2,2,11,0,0,0.944444444,0.625,1,1,4.5,1,0.5,0
6,2,0,27,65,1,0,27,3,0.9,403,0.3,1,0.826086957,0.55,1,2,64.5,12,2.5,1
10,3,2,25,122,0,3,22,8,0.703703704,565,0.333333333,0,0.836734694,0.527777778,1,2,55.2,2,1,1
4,4,0,4,7,6,0,4,1,2,16,0,0,0.903225806,0.4375,2,2,3,1,0.75,0
2,3,0,16,29,1,0,16,2,1,115,0,0,0.875,0.625,1,1,56,4,2,0
3,2,0,6,9,3,1,5,2,2,56,0,0,0.92,0.555555556,1,2,17.66666667,3,1.3333,0
