wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
7,4,1,30,55,19,2,28,3,1,323,0,0,0.852941176,0.5,2,2,44.57142857,1,0.7143,0
2,3,0,16,12,1,0,16,2,2,78,0,0,0.9,0.625,1,2,38,1,0.5,0
5,6,0,25,49,8,1,24,3,1,232,0,0,0.947368421,0.45,5,13,44.8,7,1.8,0
2,3,0,35,42,1,0,35,2,1,244,0,0,0.857142857,0.625,1,1,119,1,0.5,0
6,4,0,17,25,15,0,17,1,1,122,0,0,0.852941176,0.404761905,1,2,19,3,1.5,0
3,5,84,96,16,3,84,12,2,1,71,0,0,0.952380952,0.666666667,1,1,22,5,1.6667,0
4,6,0,12,14,4,0,12,1,1,51,0,0,0.913043478,0.555555556,2,2,11,1,0.5,0
3,5,1,24,45,3,1,23,1,1,477,0,0,0.960784314,0.583333333,1,1,156,14,5,0
2,3,0,14,23,1,0,14,2,1,87,0,0,0.857142857,0.625,1,1,42,7,3.5,0
2,3,0,14,12,1,0,14,2,2,45,0,0,0.857142857,0.625,1,1,21.5,1,0.5,0
3,4,0,10,7,3,0,10,1,2,24,0,0,0.818181818,0.666666667,1,1,7,1,0.6667,0
2,4,0,4,4,1,0,4,1,2,17,0,0,0.967741935,0.666666667,1,1,7.5,1,0.5,0
2,3,0,11,15,1,0,11,2,2,62,0,0,0.857142857,0.625,1,1,30,1,0.5,0
1,2,0,4,2,0,0,4,1,2,31,0,0,1,1,1,1,30,0,0,0
4,6,0,14,50,4,0,14,3,0.833333333,188,0.5,0,0.969230769,0.416666667,0,0,45.5,15,4.25,0
5,5,0,6,11,10,0,6,1,2,28,0,0,0.888888889,0.7,2,4,4.6,3,1.2,0
0,1,0,1,0,0,1,0,0,2,17,0,0,0,0,0,0,0,0,0,1
2,3,0,15,21,1,0,15,2,1,84,0,0,0.857142857,0.625,1,1,40.5,1,0.5,0
8,6,0,17,38,8,0,17,1,0.647619048,1062,0.266666667,0,0.890625,0.375,3,5,129.875,1,0.875,0
2,3,0,10,18,1,0,10,2,2,63,0,0,0.857142857,0.625,1,1,30.5,6,3,0
4,3,1,32,37,6,1,31,2,2,169,0,0,0.666666667,0.4,2,2,41.25,1,0.75,0
5,5,0,10,12,10,0,10,1,2,33,0,0,0.888888889,0.7,2,4,5.6,2,1,0
3,3,2,13,22,3,2,11,2,2,128,0,0,0.75,0.75,1,1,41.66666667,1,0.6667,0
5,3,0,16,26,10,0,16,2,2,137,0,0,0.6,0.56,1,1,26.4,7,4,0
2,3,0,14,12,1,0,14,2,2,42,0,0,0.857142857,0.625,1,1,20,1,0.5,0
4,6,0,8,13,4,0,8,1,1,52,0,0,0.913043478,0.555555556,2,2,11.25,1,0.5,0
7,5,3,37,64,15,5,32,4,0.944444444,271,0,0,0.907407407,0.416666667,4,8,37.28571429,6,1.5714,0
2,3,0,16,14,1,0,16,2,2,40,0,0,0.857142857,0.625,1,1,19,1,0.5,1
5,1,0,9,27,2,1,8,0,0.849137931,1338,0.5,0,0,0.416666667,0,0,255,76,16,1
2,3,0,18,14,1,0,18,2,2,43,0,0,0.857142857,0.625,1,1,20.5,1,0.5,0
1,8,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,3,0,0,0
4,2,0,13,26,4,0,13,3,0.833333333,141,0.5,0,0.942857143,0.733333333,1,3,33.75,5,1.5,0
2,3,0,25,28,1,0,25,2,1,129,0,0,0.857142857,0.625,1,1,63,1,0.5,0
2,4,0,22,21,1,0,22,2,2,87,0,0,0.916666667,0.6,1,1,42.5,1,0.5,0
2,3,0,14,15,1,0,14,2,2,99,0,0,0.857142857,0.625,1,1,48.5,1,0.5,0
6,6,0,13,21,3,0,13,1,0.866666667,78,0,0,0.84,0.733333333,2,3,11.5,1,0.6667,0
2,3,0,10,15,1,0,10,2,2,53,0,0,0.857142857,0.625,1,1,25.5,1,0.5,0
2,3,0,13,11,1,0,13,2,2,39,0,0,0.857142857,0.625,1,1,18.5,3,1.5,0
4,6,0,8,13,4,0,8,1,1,47,0,0,0.916666667,0.555555556,2,2,10,1,0.5,0
2,3,0,14,25,1,0,14,2,1,99,0,0,0.857142857,0.625,2,2,48,1,0.5,0
0,1,0,10,0,0,10,0,0,2,346,0,0,0,0,0,0,0,0,0,0
2,3,0,16,11,1,0,16,2,1,41,0,0,0.857142857,0.625,1,1,19,1,0.5,0
18,1,0,18,51,127,0,18,5,0.921568627,337,0.555555556,0,0,0.197860963,0,0,17.22222222,2,1.3333,0
4,6,0,12,25,6,0,12,4,1,93,0,0,0.956521739,0.5,1,1,22,6,2,0
0,1,0,2,0,0,2,0,0,2,11,0,0,0,0,0,0,0,0,0,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,3,0,27,37,1,1,27,2,2,112,0,0,0.857142857,0.625,1,1,55,1,0.5,0
5,6,0,12,17,4,0,12,1,0.916666667,62,0,0,0.875,0.666666667,2,3,10.8,1,0.6,0
0,1,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,1
4,4,0,15,49,4,1,14,3,1,232,0,0,0.928571429,0.555555556,3,3,56.25,1,0.5,0
2,3,0,22,17,1,0,22,2,1,64,0,0,0.857142857,0.625,1,1,30.5,1,0.5,0
5,5,0,17,31,8,1,16,3,1,155,0,0,0.942307692,0.5,4,10,29.4,1,0.6,1
7,4,1,37,103,19,5,32,3,1,512,0,0,0.852941176,0.566666667,2,4,71.71428571,1,0.7143,1
2,4,0,7,6,1,0,7,1,2,19,0,0,0.888888889,0.625,1,1,8.5,1,0.5,0
4,5,0,11,19,4,0,11,3,1,77,0,0,0.960784314,0.555555556,4,8,17.5,1,0.5,0
2,3,0,17,25,1,0,17,2,2,109,0,0,0.857142857,0.625,1,1,53.5,1,0.5,0
4,3,2,10,19,2,2,8,2,0.777777778,88,0.333333333,0,0.923076923,0.666666667,1,2,20.25,2,0.75,0
2,3,0,22,30,1,0,22,2,2,117,0,0,0.857142857,0.625,1,1,57.5,1,0.5,1
2,4,6,7,3,0,6,1,0,0,21,1,0,1,0.666666667,0,0,9,0,0,0
8,1,0,20,31,24,4,16,6,0.87755102,277,0.142857143,0,0,0.4,0,0,32.75,4,2.75,0
5,6,0,15,32,8,0,15,3,1,116,0,0,0.947368421,0.4375,5,12,21.6,1,0.6,0
2,3,0,14,24,1,0,14,2,2,114,0,0,0.857142857,0.625,1,1,56,1,0.5,1
2,3,0,11,9,1,0,11,2,2,30,0,0,0.857142857,0.625,1,1,14,1,0.5,0
3,3,0,26,27,3,0,26,2,2,161,0,0,0.75,0.555555556,1,1,52.66666667,1,0.6667,0
2,3,0,16,15,1,0,16,2,1,56,0,0,0.857142857,0.625,1,1,26.5,1,0.5,0
2,3,0,23,18,1,0,23,2,2,91,0,0,0.857142857,0.625,1,1,44.5,1,0.5,0
3,1,0,22,46,1,0,22,2,0.833333333,182,0.333333333,0,0,0.75,0,0,58.66666667,5,1.6667,0
4,7,0,12,27,4,0,12,2,1.066666667,164,0.6,0,0.96969697,0.5,1,1,38.75,4,1.25,0
2,3,0,22,46,1,0,22,2,2,308,0,0,0.857142857,0.625,2,2,153,1,0.5,0
2,2,0,28,30,1,0,28,1,2,136,0,0,0.933333333,0.625,1,2,67,6,3,0
4,6,0,3,9,6,1,2,2,1.111111111,32,0,0,0.962264151,1,5,8,6.25,1,0.5,0
2,3,0,30,55,1,0,30,2,2,245,0,0,0.857142857,0.625,1,1,121.5,1,0.5,0
2,3,0,19,28,1,0,19,2,1,132,0,0,0.857142857,0.625,1,1,64.5,1,0.5,1
13,4,1,32,156,74,3,29,3,0.958333333,1110,0,0,0.725,0.5,2,4,84.07692308,1,0.8462,1
