wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,4,0,2,5,1,0,2,1,2,24,1,0,0.941176471,0.75,1,1,10.5,3,1.5,0
12,4,1,19,44,66,2,18,6,2,259,0,0,0.905172414,0.35,2,3,20.58333333,8,2.0833,0
10,4,0,13,48,45,4,13,2,1.066666667,206,1,0,0.918918919,0.5,2,3,19.1,4,1.2,0
2,3,0,5,7,1,0,5,1,2,26,1,0,0.933333333,0.75,1,1,11.5,4,2,1
8,1,0,4,38,0,3,1,5,0.642857143,255,0.5,0,0,0.285714286,0,0,30.625,2,0.875,0
2,3,0,10,18,1,0,10,1,2,108,1,0,0.933333333,0.75,2,2,52.5,10,5,0
2,3,0,7,14,1,0,7,1,2,39,1,0,0.933333333,0.75,1,1,18,2,1,0
4,1,0,7,18,6,2,5,1,2,66,0,0,0,0.416666667,0,0,15.5,2,1.5,0
3,4,0,4,13,3,0,4,1,1.5,58,1,0,0.894736842,0.555555556,1,1,18,4,2,0
35,1,0,34,124,139,4,30,3,1.005462185,2273,0.057142857,0,0,0.318627451,0,0,61.94285714,14,2.2571,0
5,1,0,1,12,2,1,0,5,0.625,46,1,0,0,0.7,0,0,7.8,3,1.2,0
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,0
2,4,0,1,3,1,0,1,1,2,7,0,0,0.888888889,1,1,2,2.5,1,0.5,0
8,1,1,4,37,18,1,3,4,0.957142857,271,0.5,0,0,0.392857143,0,0,31.625,6,1.625,0
19,1,0,31,75,13,22,9,11,0.644444444,623,0.8,0,0,0.134920635,0,0,31.52631579,6,2.3684,0
3,6,0,2,16,0,2,0,3,0.833333333,69,1,0,0.997088792,0.555555556,1,1,21,1,0.6667,0
2,2,0,4,4,1,0,4,1,2,12,0,0,0.833333333,0.75,1,1,5,1,0.5,0
23,1,0,10,72,185,1,9,17,1.003134796,985,0.224137931,0,0,0.286956522,0,0,39.30434783,12,2.1304,0
2,1,0,5,8,1,0,5,2,2,27,0,0,0,0.666666667,0,0,12.5,1,0.5,0
0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0
5,2,3,4,16,2,4,0,4,0.75,81,1,0,0.714285714,0.433333333,1,2,14.6,2,1.4,0
2,2,0,8,12,1,0,8,2,2,39,0,0,0.666666667,0.75,0,0,18.5,2,1,0
4,2,14,23,20,0,14,9,2,2,89,0,0,0.4,0.583333333,0,0,21.25,4,2.25,1
42,1,0,144,206,815,87,57,38,1.009059233,1133,0.2,0,0,0.078713969,0,0,25.14285714,11,2.8571,1
2,3,0,7,14,1,0,7,1,2,74,1,0,0.933333333,0.75,1,1,35.5,5,2.5,0
4,1,0,16,9,6,12,4,3,1,43,1,0,0,0.25,0,0,9,2,1.5,0
18,5,0,18,47,119,2,16,11,0.882352941,209,0.5,1,0.899371069,0.225490196,3,17,10.38888889,5,1.1667,0
2,3,0,1,7,1,0,1,1,2,42,1,0,0.98,0.666666667,0,0,19.5,1,0.5,0
6,3,0,8,25,3,0,8,6,0.7,121,1,0,0.886363636,0.333333333,2,6,18.83333333,6,2,0
0,1,0,0,0,0,0,0,0,2,59,0,0,0,0,0,0,0,0,0,0
11,1,0,1,23,35,1,0,10,0.633333333,305,1,0,0,0.285714286,0,0,26.45454545,6,1.7273,0
7,1,0,3,8,15,3,0,7,0.833333333,34,1,0,0,0.714285714,0,0,3.428571429,1,0.8571,0
14,3,0,13,64,59,1,13,11,0.956730769,665,1,0,0.767857143,0.678571429,1,2,45.35714286,9,1.5714,0
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
2,3,0,5,6,1,0,5,1,2,25,1,0,0.933333333,0.75,1,1,11,4,2,1
10,3,0,8,24,17,0,8,7,0.851851852,197,1,0,0.8125,0.32,2,6,18.1,5,1.9,0
0,1,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0
4,2,0,12,20,4,0,12,2,0.833333333,77,0.5,0,0.5,0.416666667,1,1,17.75,2,0.75,0
5,2,0,10,15,8,2,9,4,0.75,43,1,1,0.875,0.366666667,1,1,7.4,2,1,0
17,4,0,17,62,52,1,17,14,0.8125,700,0.5,0,0.881889764,0.3125,2,8,40.05882353,11,2.2353,0
2,1,0,23,42,1,0,23,2,2,158,0,0,0,0.666666667,0,0,78,7,3.5,0
8,1,0,3,21,18,2,1,8,0.988095238,152,0.416666667,0,0,0.375,0,0,16.5,3,1.375,0
10,4,1,9,23,31,2,7,5,0.938271605,119,0.444444444,1,0.92920354,0.288888889,2,6,10,3,1,0
3,4,0,7,9,3,1,6,1,1,36,0,0,0.888888889,0.444444444,1,1,10.66666667,2,1,0
2,1,0,1,5,1,0,1,2,2,45,0,0,0,0.75,0,0,21.5,9,4.5,0
2,3,0,6,8,1,0,6,1,2,31,1,0,0.933333333,0.75,1,1,14,5,2.5,0
1,1,0,3,1,0,2,1,1,2,9,0,0,0,1,0,0,0,1,1,0
5,1,0,16,38,0,1,15,2,0,250,1,0,0,0.6,0,0,48.8,1,0.8,0
2,1,0,7,17,1,0,7,2,2,150,0,0,0,0.75,0,0,74,14,7,0
2,3,0,16,34,1,0,16,2,2,119,0,0,0.833333333,0.75,1,1,58.5,4,2,1
11,5,0,22,55,41,1,21,8,0.94,195,0.4,0,0.940789474,0.3,3,12,16.27272727,3,1.3636,1
2,1,0,1,5,1,0,1,2,2,45,0,0,0,0.75,0,0,21.5,9,4.5,0
4,2,0,24,53,4,0,24,2,0.888888889,198,0.333333333,0,0.5,0.444444444,1,1,47.75,4,1.25,0
5,1,0,8,15,10,0,8,3,2,41,0,0,0,0.52,0,0,7.2,1,0.8,0
13,1,0,21,54,40,10,14,7,0.625,519,0.75,1,0,0.291666667,0,0,38.61538462,6,1.6923,0
0,1,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,1
28,1,0,171,68,272,165,6,24,0.808641975,625,0.5,0,0,0.244444444,0,0,21.10714286,3,1.3571,0
6,1,0,3,19,15,2,1,4,1,106,0,0,0,0.433333333,0,0,16.33333333,2,1.3333,0
5,2,0,25,40,8,0,25,2,0.833333333,139,0.333333333,0,0.4,0.4,1,1,26.2,3,1.4,0
2,3,0,7,8,1,0,7,1,2,38,1,0,0.933333333,0.75,1,1,17.5,7,3.5,0
0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
5,1,0,32,72,4,0,32,2,0.8125,272,0.25,0,0,0.357142857,0,0,52.6,3,1.4,0
9,6,0,13,51,28,4,13,2,0.8125,319,1,0,0.93220339,0.5,3,4,34.22222222,3,1.3333,1
25,6,0,48,116,216,2,47,16,1.005434783,856,0.086956522,1,0.859756098,0.166666667,3,11,32.32,10,2.32,1
2,2,0,2,3,1,1,1,1,2,7,0,0,0.909090909,1,1,2,2.5,1,0.5,0
2,5,0,3,12,1,0,3,1,2,44,0,0,0.979166667,0.75,1,1,21,3,1.5,0
3,4,0,10,18,3,0,10,1,1,55,0,0,0.866666667,0.5,1,1,17,2,1,0
5,1,0,15,33,10,0,15,3,1,136,0.2,0,0,0.5,0,0,25.2,6,1.6,1
3,1,0,6,11,3,0,6,3,2,27,0,0,0,0.777777778,0,0,8,1,0.6667,0
2,4,0,3,6,1,0,3,2,2,26,0,0,0.978723404,0.75,1,1,12,3,1.5,0
7,5,0,20,46,9,15,19,1,0.833333333,455,0.85,3,0.99025974,0.261904762,0,0,61.14285714,2,1,0
10,5,0,24,49,39,1,23,2,0.833333333,213,0,0,0.93129771,0.266666667,2,11,20.1,5,1.6,0
3,6,0,2,9,0,2,0,3,0.75,51,1,0,0.996815287,0.555555556,1,2,15.33333333,5,2.3333,0
8,3,0,15,34,6,0,15,6,0.785714286,207,1,0,0.847826087,0.325,2,6,24.375,10,2.5,0
4,5,0,8,7,6,7,1,4,1.333333333,22,1,0,0.96,0.625,1,1,4.25,1,0.25,0
9,1,0,40,46,34,23,17,3,0.75,237,0.5,0,0,0.303571429,0,0,25.11111111,2,1.3333,0
7,1,0,24,8,15,22,2,7,0.833333333,34,1,0,0,0.357142857,0,0,3.428571429,1,0.8571,0
5,1,0,12,31,10,0,12,4,1,138,0,0,0,0.4,0,0,26.4,3,1.2,0
2,2,0,5,8,1,0,5,2,2,27,0,0,0.666666667,0.666666667,0,0,12.5,1,0.5,0
1,1,0,7,1,0,5,2,1,2,1,0,0,0,1,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
2,3,0,9,15,1,0,9,1,2,59,1,0,0.933333333,0.75,1,1,28,5,2.5,0
2,3,0,7,14,1,0,7,1,2,39,1,0,0.933333333,0.75,1,1,18,2,1,0
0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
5,3,1,20,52,8,1,19,3,0.8,216,0.8,0,0.555555556,0.4,1,1,41.2,6,2.2,1
27,2,0,27,48,229,24,3,27,0.903846154,381,1,0,0.297297297,0.206349206,1,1,12.74074074,7,1.4444,0
2,3,0,18,26,1,0,18,2,2,88,0,0,0.989795918,1,1,1,43,5,2.5,0
2,2,0,2,3,1,1,1,1,2,7,0,0,0.928571429,1,1,2,2.5,1,0.5,0
27,4,0,46,129,327,17,39,6,0.966346154,1050,0.5625,1,0.643835616,0.12962963,1,3,37.2962963,16,1.9259,0
