wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,25,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,18,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,47,0,0,0,0,0,0,12,0,0,no-bug
3,1,0,10,27,3,0,10,3,1,121,0,0,0,0.5,0,0,39,6,2.3333,no-bug
5,1,0,12,41,10,1,11,5,1.125,298,0,0,0,0.466666667,0,0,57.4,7,3.6,no-bug
3,1,0,8,29,3,0,8,3,1.166666667,142,0,0,0,0.666666667,0,0,45.33333333,3,1.3333,no-bug
3,1,0,7,21,3,0,7,3,1.25,91,0,0,0,0.666666667,0,0,28.66666667,2,1,no-bug
1,1,0,1,5,0,0,1,0,2,16,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,25,0,0,0,0,0,0,12,0,0,bug
1,1,0,1,5,0,0,1,0,2,16,0,0,0,0,0,0,12,0,0,no-bug
18,3,0,4,34,135,0,4,15,0.91503268,230,0.444444444,0,0.769230769,0.172839506,3,12,11.27777778,4,1.1667,bug
4,1,0,12,30,6,0,12,4,1.222222222,127,0,0,0,0.392857143,0,0,30,4,1.75,no-bug
3,1,0,7,21,3,0,7,3,1.25,89,0,0,0,0.666666667,0,0,28,2,1,bug
1,1,0,1,5,0,0,1,0,2,23,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,16,0,0,0,0,0,0,12,0,0,no-bug
