@relation Version452

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
2,2,0,5,9,1,1,4,1,2,49,0,0,0.909091,0.75,1,1,23.5,1,0.5,bug
3,1,0,1,3,3,1,0,3,2,3,0,0,0,1,0,0,0,1,1,no-bug
13,2,0,8,17,78,0,8,13,2,49,0,0,0.586207,1,1,3,2.769231,1,0.9231,no-bug
2,2,0,5,7,1,1,4,1,2,17,0,0,0.909091,0.75,1,2,7.5,1,0.5,no-bug
23,1,0,10,23,253,2,8,23,2,23,0,0,0,0.255435,0,0,0,1,1,no-bug
13,1,0,3,18,26,3,0,13,0.75,134,1,0,0,0.512821,0,0,8.923077,1,0.8462,no-bug
12,1,0,8,45,0,4,5,10,0.651515,234,1,1,0,0.309091,0,0,18,3,1.5833,bug
29,1,0,23,48,274,22,1,23,0.876984,459,1,0,0,0.310345,0,0,14.517241,3,1.1724,no-bug
3,2,0,8,14,3,1,7,3,2,55,0,0,0.75,0.555556,0,0,17.333333,2,1,no-bug
13,2,0,8,17,78,0,8,13,2,49,0,0,0.586207,1,1,3,2.769231,1,0.9231,no-bug
2,2,0,7,6,1,6,1,2,2,16,0,0,0.923077,1,0,0,7,1,0.5,no-bug
5,1,0,16,53,8,1,15,2,1.232759,364,1,0,0,0.52,0,0,66,8,3.2,no-bug
27,1,0,59,45,221,55,5,27,0.91958,333,0.727273,3,0,0.162963,1,1,10.925926,7,1.2963,no-bug
3,1,15,17,5,1,15,2,3,0.5,17,1,0,0,0.666667,0,0,4.333333,1,0.6667,no-bug
20,1,0,23,94,126,0,23,11,0.885965,771,1,5,0,0.202429,0,0,37.25,9,2.5,bug
7,1,0,25,41,3,16,9,3,0.666667,261,1,1,0,0.333333,0,0,35.714286,4,1.5714,no-bug
2,2,0,5,9,1,1,4,1,2,69,1,0,0.909091,0.75,2,2,32,7,3.5,no-bug
8,2,0,23,61,6,1,22,2,0.761905,413,1,1,0.730769,0.3,1,3,49.875,6,2.375,bug
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
2,1,0,3,7,1,2,1,1,2,32,0,0,0,0.5,0,0,15,2,1,no-bug
3,2,0,8,14,3,1,7,3,2,55,0,0,0.75,0.555556,0,0,17.333333,2,1,no-bug
10,1,0,6,18,21,3,3,10,0.666667,174,1,0,0,0.533333,0,0,16,19,2.7,no-bug
5,1,0,8,5,10,3,5,5,2,5,0,0,0,0.433333,0,0,0,1,1,no-bug
2,1,0,4,14,0,1,3,2,0,78,1,0,0,0.666667,0,0,37.5,3,1.5,no-bug
9,1,0,18,17,16,16,2,9,0.525,112,1,1,0,0.472222,0,0,10.888889,2,0.7778,no-bug
6,2,0,10,9,9,10,0,4,0.857143,91,0.428571,5,0.764706,0.4,1,1,13,1,0.6667,no-bug
16,1,0,15,50,68,0,15,12,0.816667,365,1,7,0,0.2,0,0,21.3125,4,1.4375,no-bug
6,2,0,11,43,1,0,11,2,1,243,1,1,0.75,0.44,2,2,37.833333,4,1.8333,no-bug
5,2,0,31,8,6,30,1,3,0.875,79,0.333333,5,0.8125,0.416667,1,1,13.6,1,0.6,no-bug
10,1,0,1,14,21,0,1,10,0.740741,109,1,1,0,0.32,1,1,9.6,7,1.5,no-bug
1,1,0,0,2,0,0,0,1,2,7,0,0,0,1,0,0,3,0,0,no-bug
2,1,0,2,2,1,2,0,2,2,2,0,0,0,0.875,0,0,0,1,1,no-bug
14,2,0,7,17,91,0,7,14,2,54,0,0,0.566667,1,1,4,2.857143,1,0.9286,no-bug
16,1,0,5,41,0,2,4,14,0.775,254,0.75,1,0,0.257143,0,0,14.375,3,1.5625,bug
11,1,0,12,11,55,7,5,11,2,11,0,0,0,0.337662,0,0,0,1,1,no-bug
7,1,15,20,10,11,15,5,5,0.777778,39,1,2,0,0.47619,0,0,4.142857,1,0.8571,no-bug
13,2,0,8,17,78,0,8,13,2,49,0,0,0.586207,1,1,3,2.769231,1,0.9231,no-bug
