@relation Version305

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
2,3,0,15,21,1,0,15,2,2,82,1,0,0.857143,0.625,1,1,39.5,1,0.5,no-bug
2,3,0,10,13,1,0,10,2,2,51,0,0,0.857143,0.625,1,1,24.5,1,0.5,no-bug
3,7,0,7,17,1,0,7,2,1,55,0.666667,0,0.983051,0.666667,0,0,16.333333,2,0.6667,no-bug
2,3,0,14,15,1,0,14,2,2,53,0,0,0.857143,0.625,1,1,25.5,1,0.5,no-bug
2,3,0,19,22,1,0,19,2,1,96,0,0,0.857143,0.625,1,1,46.5,1,0.5,no-bug
2,3,0,24,11,1,0,24,2,1,105,0,0,0.857143,0.625,1,1,51,1,0.5,no-bug
2,3,0,14,12,1,0,14,2,2,37,0,0,0.857143,0.625,1,1,17.5,1,0.5,no-bug
2,3,0,13,13,1,0,13,2,2,44,0,0,0.857143,0.625,1,1,21,1,0.5,no-bug
2,3,0,8,10,1,0,8,2,2,37,0,0,0.857143,0.625,1,1,17.5,1,0.5,no-bug
0,1,0,1,0,0,1,0,0,2,12,0,0,0,0,0,0,0,0,0,no-bug
10,1,0,41,111,43,5,36,8,0.962963,1260,0.333333,0,0,0.166667,0,0,124.7,29,3.6,no-bug
2,3,0,16,16,1,0,16,2,1,63,0,0,0.857143,0.625,1,1,30,1,0.5,no-bug
2,4,0,35,42,1,0,35,2,2,272,0,0,0.933333,0.6,2,2,135,1,0.5,no-bug
4,5,0,18,33,4,1,17,3,1,109,0,0,0.960784,0.555556,4,8,25.5,1,0.5,no-bug
2,3,0,14,24,1,0,14,2,2,107,1,0,0.857143,0.625,1,1,52,11,5.5,no-bug
2,5,15,19,4,1,15,4,2,2,9,0,0,0.952381,0.666667,1,1,3.5,1,0.5,no-bug
6,8,0,7,15,15,0,7,1,1.066667,60,0,0,0.916667,0.4,3,10,8.5,1,0.6667,no-bug
4,2,37,50,14,6,37,13,3,1,58,0,0,0.666667,0.666667,1,1,13,1,0.5,no-bug
5,4,0,17,29,8,0,17,3,1,105,0,0,0.9,0.5,3,3,19.4,1,0.6,no-bug
2,3,2,30,52,1,3,28,2,1,342,0,0,0.857143,0.6,0,0,168.5,1,0.5,no-bug
13,1,0,3,14,42,3,0,13,0.833333,82,1,0,0,0.538462,0,0,4.846154,1,0.9231,no-bug
7,1,0,39,66,19,1,38,5,0.888889,475,0.333333,0,0,0.261905,0,0,66.428571,6,1.4286,no-bug
2,3,0,12,13,1,0,12,2,2,48,0,0,0.857143,0.625,1,1,23,1,0.5,no-bug
1,8,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,3,0,0,no-bug
4,5,0,12,24,4,1,11,3,1,107,0,0,0.960784,0.555556,4,8,25,1,0.5,no-bug
5,6,0,9,14,8,0,9,1,1,46,0,0,0.875,0.5,3,3,7.6,1,0.6,no-bug
7,1,0,23,7,21,20,3,7,2,7,0,0,0,0.642857,0,0,0,1,1,no-bug
2,3,0,19,40,1,0,19,2,2,184,0,0,0.857143,0.625,1,1,91,1,0.5,no-bug
2,3,0,10,10,1,0,10,2,2,44,0,0,0.857143,0.625,1,1,21,1,0.5,no-bug
5,5,0,15,24,10,0,15,1,1,86,0,0,0.888889,0.7,2,4,16,7,2,bug
3,7,0,5,6,3,0,5,1,1.5,16,0,0,0.939394,0.666667,1,2,4,1,0.6667,no-bug
2,3,0,8,12,1,0,8,2,2,44,0,0,0.857143,0.625,1,1,21,1,0.5,no-bug
2,1,0,3,5,1,1,2,2,2,19,0,0,0,0.75,0,0,8.5,1,0.5,no-bug
5,6,0,29,46,8,0,29,1,1,271,0,0,0.88,0.5,2,3,52.6,1,0.6,bug
6,4,0,18,24,15,0,18,1,1,95,0,0,0.852941,0.404762,1,2,14.666667,4,1.5,no-bug
6,4,0,32,127,13,1,31,3,1,922,0,0,0.870968,0.4,1,1,152,19,4,no-bug
2,3,0,19,24,1,0,19,2,1,120,0,0,0.857143,0.625,1,1,58.5,1,0.5,no-bug
3,4,0,11,8,3,0,11,1,2,24,0,0,0.818182,0.666667,1,1,7,1,0.6667,no-bug
2,4,0,1,3,1,0,1,1,2,7,0,0,0.971429,1,1,1,2.5,1,0.5,no-bug
7,3,1,11,25,17,2,9,5,0.888889,100,0.333333,0,0.827586,0.388889,1,2,12.857143,2,0.8571,no-bug
6,5,0,16,23,15,0,16,1,1,124,0,0,0.864865,0.472222,2,4,19.5,3,1.3333,no-bug
2,3,0,18,22,1,0,18,2,1,119,0,0,0.857143,0.625,1,1,58,1,0.5,no-bug
5,3,0,17,29,10,0,17,2,1.125,175,0.5,0,0.851852,0.56,2,3,33.6,2,1,no-bug
4,6,0,10,14,4,0,10,1,1,49,0,0,0.916667,0.555556,2,2,10.5,1,0.5,no-bug
5,6,0,8,14,8,0,8,1,1,45,0,0,0.875,0.5,3,3,7.4,1,0.6,no-bug
4,6,0,9,13,4,0,9,1,1,43,0,0,0.916667,0.555556,2,2,9,1,0.5,no-bug
2,3,0,11,14,1,0,11,2,2,48,0,0,0.857143,0.625,1,1,23,1,0.5,no-bug
2,1,0,3,5,1,1,2,2,2,19,0,0,0,0.75,0,0,8.5,1,0.5,no-bug
4,6,0,8,13,4,0,8,1,1,42,0,0,0.916667,0.555556,2,2,8.75,1,0.5,no-bug
2,3,0,12,9,1,0,12,2,2,29,0,0,0.857143,0.625,1,1,13.5,1,0.5,no-bug
12,1,0,2,21,36,2,0,12,0.818182,142,1,0,0,0.708333,0,0,10.416667,7,1.4167,no-bug
1,1,0,5,1,0,2,3,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
9,1,0,19,54,34,1,18,8,0.9375,327,0.5,0,0,0.916667,0,0,35.111111,23,4.5556,no-bug
2,3,0,13,16,1,0,13,2,2,64,0,0,0.857143,0.625,1,1,31,1,0.5,no-bug
4,6,0,8,13,4,0,8,1,1,42,0,0,0.913043,0.555556,2,2,8.75,1,0.5,no-bug
4,4,0,17,30,4,0,17,3,1,129,0,0,0.931034,0.555556,3,3,30.25,1,0.5,no-bug
6,4,0,17,100,13,2,15,3,1,643,0,0,0.885714,0.466667,3,4,105.666667,1,0.6667,no-bug
2,3,0,8,12,1,0,8,2,2,43,0,0,0.857143,0.625,1,1,20.5,1,0.5,no-bug
5,4,0,12,18,10,0,12,1,1,65,0,0,0.878788,0.371429,1,1,11.8,2,1,no-bug
5,6,0,13,20,4,0,13,1,0.916667,82,0,0,0.875,0.666667,2,2,14.8,1,0.6,no-bug
2,4,0,7,6,1,0,7,1,2,19,0,0,0.888889,0.625,1,1,8.5,1,0.5,no-bug
4,6,0,15,18,4,0,15,1,1,67,0,0,0.913043,0.555556,2,2,15,1,0.5,no-bug
2,3,0,8,10,1,0,8,2,2,37,0,0,0.857143,0.625,1,1,17.5,1,0.5,no-bug
4,3,0,68,25,6,2,66,4,1,433,0,0,0.666667,0.35,1,1,107,1,0.75,no-bug
9,1,0,41,72,34,3,38,7,0.9375,270,0.5,0,0,0.270833,0,0,28.777778,2,0.8889,no-bug
2,1,0,3,5,1,1,2,2,2,17,0,0,0,0.75,0,0,7.5,1,0.5,no-bug
2,3,0,17,20,1,0,17,2,2,96,0,0,0.857143,0.625,1,1,47,1,0.5,no-bug
2,1,0,1,7,0,1,0,0,0.111111,90,1,0,0,1,0,0,39.5,1,0.5,no-bug
7,5,1,23,68,19,2,21,3,1,534,0,0,0.9,0.333333,2,4,74.857143,1,0.7143,bug
52,1,0,129,190,1236,56,75,46,0.941176,2448,0.555556,0,0,0.139434,0,0,45.903846,13,2.25,no-bug
5,3,3,12,86,8,3,9,3,0.833333,276,0.333333,0,0.888889,0.5,1,1,53.6,2,1,no-bug
5,6,0,12,17,4,0,12,1,0.916667,62,0,0,0.875,0.666667,2,3,10.8,1,0.6,no-bug
2,4,0,34,37,1,0,34,2,2,214,0,0,0.933333,0.6,1,1,106,1,0.5,no-bug
9,5,0,23,52,16,4,19,8,0.833333,395,0,0,0.875,0.65625,4,10,42.555556,1,0.7778,no-bug
6,1,0,29,21,13,9,20,4,0.9,104,0.5,0,0,0.422222,0,0,16,1,0.6667,no-bug
2,3,0,10,14,1,0,10,2,2,60,0,0,0.857143,0.625,1,1,29,4,2,no-bug
2,2,0,9,10,1,0,9,2,2,38,0,0,0.8,0.666667,1,1,18,1,0.5,no-bug
4,3,0,19,31,0,0,19,4,0.75,156,0.5,0,0.869565,0.5,0,0,37,4,2,no-bug
4,5,0,22,41,4,0,22,3,1,197,0,0,0.960784,0.555556,4,8,47.25,1,0.5,no-bug
31,1,0,67,87,421,38,30,24,0.969444,1255,0.083333,0,0,0.159259,0,0,38.709677,5,2.7097,no-bug
5,4,0,14,24,8,0,14,1,0.9375,187,0.25,0,0.916667,0.533333,2,4,35.6,1,0.8,no-bug
7,6,0,13,31,15,0,13,1,0.722222,873,0,0,0.9,0.428571,2,3,122.428571,1,0.8571,no-bug
2,4,0,31,31,1,0,31,2,1,158,0,0,0.933333,0.6,1,1,77.5,1,0.5,no-bug
6,5,0,22,38,13,0,22,1,0.933333,141,0,0,0.833333,0.6,2,5,22,1,0.6667,no-bug
1,4,8,9,2,0,8,1,1,2,4,0,0,1,1,0,0,3,0,0,no-bug
4,5,0,16,40,4,1,15,3,1,214,0,0,0.960784,0.555556,4,9,51.75,1,0.5,no-bug
3,3,0,9,16,1,0,9,2,0.75,63,0.5,0,0.972222,0.6,1,1,19.333333,3,1,no-bug
2,1,0,3,6,1,1,2,2,2,28,0,0,0,0.75,0,0,13,2,1,no-bug
2,3,0,11,4,1,0,11,2,2,12,0,0,0.9,0.625,1,1,5,1,0.5,no-bug
21,1,0,129,99,184,87,42,19,0.986957,1236,0.086957,0,0,0.103846,0,0,56.761905,12,3.7143,bug
3,4,0,6,8,3,0,6,1,2,36,0,0,0.9375,0.555556,1,2,11,1,0.6667,no-bug
14,6,0,17,45,19,0,17,1,0.512821,1851,0.333333,0,0.80597,0.357143,3,5,130.357143,10,1.5714,no-bug
6,6,0,12,19,9,0,12,1,0.933333,89,0,0,0.84,0.733333,2,3,13.333333,1,0.6667,no-bug
5,5,0,8,12,10,0,8,1,2,30,0,0,0.888889,0.7,2,4,5,1,0.8,no-bug
4,3,0,19,28,6,0,19,4,2,126,0,0,0.666667,0.5625,1,1,30.5,1,0.75,no-bug
3,4,0,32,42,3,0,32,2,2,184,0,0,0.875,0.444444,1,1,60.333333,2,1,no-bug
5,3,6,15,48,8,6,9,3,0.833333,163,0.333333,0,0.888889,0.5,1,1,31,2,1,no-bug
11,3,0,19,57,0,0,19,7,0.8625,1162,0.5,0,0.666667,0.416667,0,0,103.909091,15,3.4545,bug
2,1,0,2,4,1,1,1,2,2,15,0,0,0,0.75,0,0,6.5,1,0.5,no-bug
4,4,0,21,30,6,0,21,4,2,133,0,0,0.823529,0.7,1,1,32.25,5,2,no-bug
2,3,0,13,16,1,0,13,2,2,73,0,0,0.857143,0.625,1,1,35.5,8,4,no-bug
6,6,0,9,16,13,0,9,1,1,52,0,0,0.846154,0.6,3,4,7.166667,1,0.6667,no-bug
4,6,0,15,19,4,0,15,1,1,79,0,0,0.916667,0.555556,2,2,18,1,0.5,no-bug
2,3,0,9,7,1,0,9,2,2,21,0,0,0.857143,0.625,1,1,9.5,1,0.5,no-bug
6,6,0,17,22,3,0,17,1,0.866667,82,0,0,0.84,0.733333,2,3,12.166667,1,0.6667,no-bug
21,6,9,56,120,210,9,47,2,0.95,1686,0,0,0.52381,0.169643,2,3,79.190476,10,1.4286,no-bug
2,3,0,19,25,1,0,19,2,2,187,0,0,0.857143,0.625,1,1,92.5,1,0.5,no-bug
1,6,0,1,2,0,0,1,1,2,8,0,0,1,1,0,0,7,0,0,no-bug
3,7,0,7,17,1,0,7,2,1,55,0.666667,0,0.983051,0.666667,0,0,16.333333,2,0.6667,no-bug
4,5,0,5,8,6,0,5,1,2,17,0,0,0.914286,0.625,2,3,3.25,1,0.75,no-bug
2,6,0,17,21,1,0,17,1,1,189,0,0,0.98,1,1,1,92,1,0.5,no-bug
2,3,0,18,20,1,0,18,2,1,69,0,0,0.857143,0.625,1,1,33,1,0.5,no-bug
6,8,0,7,15,15,0,7,1,1.066667,60,0,0,0.916667,0.4,3,10,8.5,1,0.6667,no-bug
2,3,0,11,14,1,0,11,2,2,40,0,0,0.857143,0.625,1,1,19,1,0.5,no-bug
6,5,0,21,50,3,3,18,5,0.866667,220,0,0,0.924528,0.5,4,8,35.166667,2,0.8333,no-bug
4,6,0,14,41,4,0,14,3,1,221,0,0,0.962264,0.555556,5,9,53.5,1,0.5,no-bug
5,1,0,6,18,6,1,5,2,0.857143,3061,0.142857,0,0,0.333333,0,0,609.8,4,1.4,bug
3,3,0,5,23,1,0,5,2,0.75,110,0.5,0,0.972222,0.6,0,0,35,5,1.6667,no-bug
2,3,0,6,5,1,0,6,2,2,12,0,0,0.833333,0.666667,1,1,5,1,0.5,no-bug
2,3,0,24,21,1,0,24,2,1,89,0,0,0.857143,0.625,1,1,43,1,0.5,no-bug
2,3,0,12,17,1,0,12,2,2,66,0,0,0.857143,0.625,1,1,32,6,3,no-bug
2,3,0,9,6,1,0,9,2,2,20,0,0,0.857143,0.625,1,1,9,1,0.5,no-bug
5,4,0,17,37,4,2,16,4,0.916667,224,0,0,0.896552,0.666667,3,3,43.2,1,0.6,bug
5,7,0,2,10,10,0,2,1,1.083333,35,0,0,0.933333,1,3,7,5.4,1,0.6,no-bug
4,5,0,37,50,4,2,35,3,1,241,0,0,0.960784,0.555556,4,10,58.5,1,0.5,no-bug
2,3,0,23,20,1,0,23,2,1,94,0,0,0.857143,0.625,1,1,45.5,1,0.5,no-bug
3,3,0,5,21,1,0,5,2,0.75,96,0.5,0,0.972222,0.6,0,0,30.333333,4,1.3333,no-bug
3,4,0,18,26,3,0,18,1,1.111111,425,0.222222,0,0.956522,0.666667,1,1,137.666667,1,0.6667,no-bug
4,5,0,12,37,4,1,11,3,1,120,0,0,0.960784,0.555556,4,8,28.25,1,0.5,no-bug
3,1,0,16,26,1,0,16,2,0.833333,107,0.333333,0,0,0.75,0,0,33.666667,4,1.3333,no-bug
2,3,0,10,14,1,0,10,2,2,51,0,0,0.857143,0.625,1,1,24.5,1,0.5,no-bug
6,8,0,8,16,15,0,8,1,1.066667,63,0,0,0.916667,0.4,3,10,9,1,0.6667,no-bug
2,3,0,12,11,1,0,12,2,2,39,0,0,0.857143,0.625,1,1,18.5,1,0.5,no-bug
5,5,0,25,35,8,0,25,3,1,169,0,0,0.942308,0.5,4,10,32.2,1,0.6,no-bug
5,7,0,6,14,8,0,6,1,1,46,0,0,0.903226,0.625,2,3,7.6,2,0.8,no-bug
2,3,0,16,18,1,0,16,2,2,66,0,0,0.857143,0.625,1,1,32,1,0.5,no-bug
16,2,0,53,159,82,0,53,2,0.996347,2115,0.150685,0,0.575758,0.225,1,1,126.625,12,3,no-bug
2,3,0,18,33,1,0,18,2,2,116,0,0,0.857143,0.625,1,1,57,1,0.5,no-bug
2,3,0,27,27,1,0,27,2,2,93,0,0,0.857143,0.625,1,1,45.5,1,0.5,no-bug
2,5,0,7,15,1,0,7,1,1,110,0,0,0.977778,1,1,1,52.5,1,0.5,no-bug
2,3,0,13,15,1,0,13,2,2,61,0,0,0.857143,0.625,1,1,29.5,1,0.5,no-bug
2,3,0,11,19,1,0,11,2,1,76,0,0,0.857143,0.625,1,1,36.5,4,2,no-bug
4,5,0,11,30,4,0,11,3,1,141,0,0,0.960784,0.555556,4,8,33.5,1,0.5,no-bug
4,4,0,5,9,6,0,5,1,2,28,0,0,0.909091,0.666667,1,3,6,1,0.75,no-bug
2,3,0,3,4,1,0,3,1,2,8,0,0,0.857143,1,1,1,3,1,0.5,no-bug
2,3,0,19,22,1,0,19,2,1,106,0,0,0.857143,0.625,1,1,51.5,1,0.5,no-bug
4,2,0,41,68,4,0,41,1,0.888889,563,0.333333,0,0.875,0.466667,1,3,139,19,5,no-bug
