@relation Version44

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
2,4,0,41,38,1,1,40,2,2,511,0,0,0.944444,0.625,1,2,254.5,1,0.5,bug
2,3,0,13,17,1,1,12,2,2,66,0,0,0.857143,0.625,1,1,32,1,0.5,no-bug
4,2,0,5,11,6,1,4,3,1.333333,39,1,0,0.884615,0.583333,2,3,8.5,2,1,no-bug
4,6,0,10,13,4,1,9,1,1,43,0,0,0.916667,0.555556,2,2,9,1,0.5,no-bug
2,3,0,16,27,1,2,14,2,2,138,0,0,0.857143,0.625,1,1,68,1,0.5,no-bug
2,3,0,17,22,1,4,13,2,2,156,0,0,0.857143,0.583333,2,2,77,1,0.5,no-bug
3,1,0,4,10,3,0,4,3,2,29,0,0,0,0.583333,0,0,8.666667,2,1,bug
4,2,0,27,59,4,0,27,2,0.814815,417,0.222222,0,0.894737,0.555556,0,0,101,10,2.75,no-bug
2,1,0,16,18,1,0,16,0,1,81,1,0,0,1,0,0,32,0,0,no-bug
10,3,2,18,49,13,4,14,7,0.833333,390,0.25,0,0.84,0.407407,2,3,37.6,7,2.1,no-bug
3,3,0,21,30,3,1,20,2,0.5,160,0,0,0.75,0.5,1,1,52,2,1,no-bug
2,3,0,9,10,1,1,8,2,2,45,0,0,0.857143,0.625,1,1,21.5,7,3.5,no-bug
5,7,0,12,17,4,0,12,1,0.916667,68,0,0,0.884615,0.666667,2,4,12,1,0.6,no-bug
5,7,0,23,24,4,1,22,1,0.916667,100,0,0,0.884615,0.666667,2,3,18.4,1,0.6,no-bug
2,3,0,18,18,1,3,15,2,2,75,0,0,0.857143,0.625,1,1,36.5,6,3,no-bug
2,2,0,9,13,1,1,8,2,2,49,0,0,0.8,0.666667,1,1,23.5,1,0.5,no-bug
4,7,0,10,13,4,1,9,1,1,43,0,0,0.92,0.555556,2,2,9,1,0.5,no-bug
