@relation Version121

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,no-bug
0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,no-bug
3,1,0,5,14,1,0,5,1,0.75,58,0.5,0,0,0.5,0,0,17.666667,1,0.3333,no-bug
9,1,0,18,22,36,6,12,7,2,116,0,0,0,0.305556,0,0,11.888889,4,1.4444,bug
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,no-bug
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,no-bug
7,5,0,13,46,21,0,13,3,1,261,0,0,0.892857,0.314286,3,8,36.142857,8,4.1429,no-bug
2,1,0,3,10,1,0,3,2,2,31,0,0,0,0.666667,0,0,14.5,3,1.5,no-bug
11,1,0,15,49,55,1,14,8,2,295,0,0,0,0.5,0,0,25.818182,3,2.3636,bug
2,3,0,7,10,1,1,7,2,2,33,1,0,0.988506,0.666667,1,1,15,2,1,no-bug
2,5,0,4,4,1,1,3,1,2,9,0,0,0.990099,1,1,1,3.5,1,0.5,no-bug
2,2,0,9,11,1,0,9,2,2,36,0,0,0.666667,0.666667,1,1,17,1,0.5,no-bug
2,3,0,9,17,1,0,9,2,1,61,0,0,0.8,0.75,1,1,29,5,2.5,bug
2,1,18,25,7,1,19,6,2,1,126,0.5,3,0,0.75,0,0,57,7,3.5,no-bug
8,2,0,2,23,0,1,1,7,0.142857,193,1,0,0.461538,0.45,1,1,23,6,2.75,no-bug
2,5,0,4,5,1,0,4,1,2,15,0,0,0.990654,0.75,2,2,6.5,1,0.5,no-bug
8,1,2,4,42,8,3,2,1,0.857143,221,0.857143,0,0,0.642857,0,0,25.75,5,1.5,no-bug
2,5,0,6,5,1,2,4,1,2,15,0,0,0.990654,0.75,2,2,6.5,1,0.5,no-bug
17,1,3,22,60,64,9,16,7,0.6625,358,0.8,1,0,0.223214,0,0,19.764706,4,1.7647,bug
14,2,0,47,126,75,1,47,2,0.931624,668,0.444444,0,0.52,0.259615,1,8,46.071429,14,2.7143,no-bug
2,1,0,8,17,1,0,8,2,2,149,0,0,0,0.75,0,0,73.5,15,7.5,no-bug
0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,no-bug
2,1,0,7,14,1,0,7,2,2,42,0,0,0,0.666667,0,0,20,1,0.5,no-bug
7,3,0,9,20,0,0,9,7,0.611111,103,0.666667,1,0.866667,0.285714,2,6,13.285714,3,1.5714,no-bug
2,2,0,4,4,1,0,4,1,2,12,0,0,0.75,0.75,1,1,5,1,0.5,no-bug
18,3,0,12,46,89,1,11,14,0.840336,352,0.428571,0,0.847619,0.201389,3,17,18.166667,7,2.2222,no-bug
3,1,0,9,22,3,0,9,3,1,76,0,0,0,0.777778,0,0,24,2,1,no-bug
13,1,22,62,95,74,22,40,2,0.958333,510,0.75,1,0,0.333333,0,0,37.923077,13,3.3077,bug
2,1,0,2,5,1,1,1,2,2,36,0,0,0,0.75,0,0,17,6,3,no-bug
5,1,0,163,5,10,159,4,5,2,5,0,0,0,1,0,0,0,1,1,no-bug
5,4,1,2,10,10,1,1,5,2,29,0,0,1,0.7,0,0,4.8,0,0,no-bug
4,3,0,13,21,2,2,11,3,1,146,0.375,0,0.866667,0.5,0,0,33.5,7,2,bug
0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,no-bug
6,1,0,19,31,3,4,15,3,0.4,304,1,0,0,0.333333,0,0,49.5,12,3.3333,no-bug
4,2,0,4,8,6,1,3,1,2,25,0,0,0.8,0.625,1,2,5.25,2,1,no-bug
6,1,0,59,6,15,56,3,6,2,6,0,0,0,0.611111,0,0,0,1,1,no-bug
1,1,0,5,1,0,2,3,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
3,3,0,11,18,0,2,9,3,0.5,90,0.666667,0,0.866667,0.555556,0,0,28,2,1,no-bug
8,3,0,11,28,28,1,10,1,0.857143,160,1,2,0.847826,1,1,1,18.75,7,1.625,no-bug
2,2,0,4,4,1,0,4,1,2,12,0,0,0.75,0.75,1,1,5,1,0.5,no-bug
2,5,0,7,18,1,0,7,2,1,83,0,0,0.928571,0.75,1,1,40,7,3.5,no-bug
5,1,0,2,14,10,1,2,5,2,59,0,0,0,0.7,0,0,10.8,3,2.2,no-bug
2,1,0,4,6,1,1,3,2,2,29,0,0,0,0.75,0,0,13.5,3,1.5,no-bug
2,2,0,2,3,1,1,1,1,2,7,0,0,0.909091,1,1,2,2.5,1,0.5,no-bug
2,2,0,6,5,1,0,6,2,2,17,0,0,0.833333,0.666667,1,2,7.5,2,1,no-bug
3,1,0,10,26,1,0,10,2,0.5,290,1,0,0,0.625,0,0,95.333333,1,0.3333,no-bug
6,1,0,10,49,15,3,8,4,1.2,395,0,0,0,0.261905,0,0,64,9,5.1667,no-bug
2,3,0,3,6,1,0,3,1,2,26,1,0,0.928571,0.75,1,1,11.5,4,2,bug
8,5,0,23,46,20,0,23,5,0.885714,176,0.4,0,0.946429,0.342857,2,3,20.375,3,1.25,no-bug
9,3,0,9,32,34,4,9,3,0.833333,107,0.333333,1,0.859649,0.266667,1,2,10.555556,2,1,no-bug
9,3,0,9,30,22,2,7,9,0.9,148,0.6,0,0.826087,0.333333,2,3,14.888889,6,1.8889,no-bug
2,1,0,16,24,1,0,16,2,2,70,0,0,0,0.666667,0,0,34,3,1.5,bug
7,5,0,5,8,21,4,1,6,1.166667,76,1,0,0.8,0.5,0,0,9.714286,1,0.8571,no-bug
5,1,0,6,22,2,2,5,1,0.833333,96,1,0,0,0.35,0,0,17.6,3,1.2,no-bug
2,1,0,3,6,1,1,2,2,2,69,0,0,0,0.75,0,0,33.5,10,5,no-bug
9,2,0,12,69,36,1,11,3,1.125,402,0.4,0,0.789474,0.37037,1,3,43.111111,17,3.8889,bug
3,4,0,3,15,1,0,3,1,1,49,0.666667,0,0.9375,0.75,1,1,14.333333,2,0.6667,no-bug
3,1,0,4,11,3,1,3,2,1,157,0,0,0,0.333333,0,0,49,7,3,no-bug
6,4,0,6,28,15,1,6,3,1,217,1,0,0.90566,0.444444,2,6,34.666667,4,1.5,no-bug
9,5,0,25,48,30,2,23,2,0.8125,222,0,0,0.931624,0.333333,3,8,23.444444,5,1.6667,bug
0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,no-bug
6,2,0,0,17,15,0,0,5,1.2,96,1,0,0.714286,0.361111,1,2,14.833333,7,2,no-bug
9,1,0,11,57,24,1,10,7,0.929348,1062,0.478261,0,0,0.25,0,0,114.444444,12,2.2222,no-bug
7,4,0,27,84,15,1,27,2,0.716667,909,0.9,0,0.938144,0.306122,3,4,127.428571,33,11.5714,no-bug
2,2,0,4,5,1,0,4,1,2,18,0,0,0.666667,0.75,1,1,8,3,1.5,bug
4,1,0,4,4,6,4,0,4,2,4,0,0,0,1,0,0,0,1,1,no-bug
2,1,0,4,7,1,0,4,2,2,38,0,0,0,0.75,0,0,18,5,2.5,no-bug
20,3,5,12,35,164,5,7,12,0.855263,196,1,0,0.666667,0.25,1,2,8.6,3,1.15,no-bug
2,1,0,6,2,1,6,0,2,2,7,0,0,0,0.75,0,0,0,1,1,no-bug
2,2,0,6,5,1,0,6,2,2,17,0,0,0.833333,0.666667,1,2,7.5,2,1,no-bug
9,3,1,12,32,34,4,9,3,1.020833,165,0.666667,1,0.829787,0.266667,1,2,16.666667,4,1.3333,no-bug
3,3,0,8,11,3,0,8,1,1.5,47,1,0,0.866667,0.5,1,1,14.333333,3,1.3333,no-bug
5,1,0,3,5,10,3,0,5,2,5,0,0,0,0.666667,0,0,0,1,1,no-bug
3,1,0,3,5,1,1,2,3,0,36,1,0,0,0.833333,0,0,10.666667,6,2.3333,no-bug
11,3,0,18,53,27,0,18,8,0.9,377,0.555556,0,0.8125,0.283333,2,6,32.454545,14,2.9091,no-bug
3,4,0,15,22,3,0,15,3,2,61,0,0,0.978723,0.666667,2,2,19.333333,4,1.6667,no-bug
2,3,0,5,6,1,0,5,1,2,25,1,0,0.928571,0.75,1,1,11,4,2,no-bug
2,4,1,13,30,0,1,12,1,1.6,169,0.6,0,0.978723,0.75,2,2,81,14,7,no-bug
3,6,0,2,15,0,2,0,3,0.5,84,1,0,0.998542,0.555556,2,3,26,4,1.3333,no-bug
0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,no-bug
2,4,0,11,24,1,0,11,2,1,216,0,0,0.979592,1,2,5,105.5,15,7.5,bug
4,3,1,5,17,2,1,4,1,0.933333,102,0.8,0,0.866667,0.833333,1,1,23.25,4,1.5,no-bug
4,1,0,8,20,2,1,7,3,0.916667,79,0.75,1,0,0.444444,0,0,17.75,3,1,bug
2,4,0,7,8,1,1,6,1,1,32,0,0,0.9375,0.75,1,1,14.5,2,1,no-bug
6,3,0,8,22,5,0,8,6,0.8,134,1,0,0.886364,0.366667,2,6,20.666667,4,2,bug
