@relation Version92

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
5,8,0,17,21,4,0,17,1,0.916667,75,0,0,0.896552,0.666667,2,3,13.4,1,0.6,no-bug
7,5,0,25,35,15,6,19,5,0.944444,155,0,0,0.907407,0.5,4,10,20.714286,1,0.7143,no-bug
2,3,0,11,13,1,0,11,2,2,57,0,0,0.875,0.6,1,1,27.5,4,2,bug
2,2,0,2,3,1,0,2,2,2,7,0,0,0.995495,1,0,0,2.5,1,0.5,no-bug
5,7,0,24,28,4,0,24,1,0.916667,113,0,0,0.892857,0.666667,2,3,21,1,0.6,no-bug
5,5,0,9,10,10,7,2,2,1.083333,35,0,0,0.971429,1,4,11,5.4,1,0.6,bug
2,3,0,10,9,1,0,10,2,2,43,0,0,0.875,0.6,1,1,20.5,3,1.5,bug
2,4,0,13,16,1,0,13,2,2,62,0,0,0.944444,0.625,1,1,30,3,1.5,no-bug
5,7,0,15,18,4,0,15,1,0.916667,64,0,0,0.888889,0.666667,2,3,11.2,1,0.6,no-bug
4,7,0,9,13,4,0,9,1,1,43,0,0,0.925926,0.555556,2,2,9,1,0.5,no-bug
4,6,0,9,13,4,0,9,1,1,43,0,0,0.92,0.555556,2,2,9,1,0.5,no-bug
8,4,0,22,41,26,0,22,5,0.753247,387,0.090909,0,0.853659,0.326531,1,1,46,14,2.375,bug
5,7,0,22,25,4,0,22,1,0.916667,96,0,0,0.892857,0.666667,2,3,17.6,1,0.6,no-bug
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368,0.666667,0,0,13.666667,2,0.6667,no-bug
4,4,0,30,44,4,2,28,3,1,232,0,0,0.967742,0.555556,3,9,56.25,1,0.5,bug
2,3,0,7,6,1,0,7,2,2,22,0,0,0.875,0.666667,1,1,10,2,1,bug
33,1,0,47,156,508,4,43,30,0.984375,1632,0.166667,0,0,0.089127,0,0,48.272727,11,4.4848,bug
4,5,0,14,23,6,0,14,1,2,496,0,0,0.888889,0.5625,1,4,123,1,0.75,no-bug
2,3,0,10,11,1,0,10,2,2,35,0,0,0.875,0.625,1,1,16.5,2,1,bug
3,5,0,8,21,3,0,8,1,1,328,0,0,0.961538,0.666667,1,2,106.333333,1,0.6667,no-bug
5,6,0,15,18,4,0,15,1,0.916667,64,0,0,0.884615,0.666667,2,3,11.2,1,0.6,no-bug
6,6,0,13,19,3,0,13,1,0.866667,72,0,0,0.851852,0.733333,2,3,10.5,1,0.6667,no-bug
4,5,0,10,8,6,0,10,2,2,22,0,0,0.88,0.541667,2,3,4.5,1,0.75,no-bug
4,7,0,8,13,4,0,8,1,1,43,0,0,0.923077,0.555556,2,2,9,1,0.5,no-bug
2,3,0,21,14,1,0,21,2,2,54,0,0,0.875,0.625,1,1,26,4,2,bug
5,6,0,10,15,4,0,10,1,0.916667,53,0,0,0.884615,0.666667,2,3,9,1,0.6,no-bug
4,2,0,12,25,2,0,12,2,0.866667,181,0.4,0,0.904762,0.833333,1,1,43,3,1,bug
46,1,0,11,47,1035,0,11,46,2,129,0,0,0,0.103679,0,0,1.804348,1,0.9783,no-bug
2,4,0,7,4,1,0,7,2,2,11,0,0,0.944444,0.625,1,1,4.5,1,0.5,no-bug
6,2,0,27,65,1,0,27,3,0.9,403,0.3,1,0.826087,0.55,1,2,64.5,12,2.5,bug
10,3,2,25,122,0,3,22,8,0.703704,565,0.333333,0,0.836735,0.527778,1,2,55.2,2,1,bug
4,4,0,4,7,6,0,4,1,2,16,0,0,0.903226,0.4375,2,2,3,1,0.75,no-bug
2,3,0,16,29,1,0,16,2,1,115,0,0,0.875,0.625,1,1,56,4,2,no-bug
3,2,0,6,9,3,1,5,2,2,56,0,0,0.92,0.555556,1,2,17.666667,3,1.3333,no-bug
3,3,0,9,15,1,0,9,2,0.75,58,0.5,0,0.875,0.625,1,1,17.666667,3,1,bug
5,7,0,15,18,4,0,15,1,0.916667,64,0,0,0.888889,0.666667,2,3,11.2,1,0.6,no-bug
5,5,0,1,9,10,0,1,5,1.25,28,0,0,0.962963,0.65,1,1,4.4,1,0.2,no-bug
5,8,0,13,17,4,0,13,1,0.916667,58,0,0,0.896552,0.666667,2,3,10,1,0.6,no-bug
4,4,0,12,17,6,0,12,3,2,75,0,0,0.928571,0.4375,1,1,17.75,1,0.75,bug
6,4,2,14,47,3,2,12,2,0.85,417,0.5,0,0.957447,0.375,2,8,67.833333,19,4.6667,bug
4,6,0,9,13,4,0,9,1,1,43,0,0,0.92,0.555556,2,2,9,1,0.5,no-bug
2,3,0,11,14,1,0,11,2,2,53,0,0,0.875,0.6,2,2,25.5,1,0.5,no-bug
6,4,0,36,60,15,0,36,2,2,479,0,0,0.772727,0.357143,1,3,78.833333,5,2.3333,no-bug
2,3,0,13,28,1,0,13,2,2,150,0,0,0.875,0.583333,2,2,74,1,0.5,bug
5,6,0,19,23,4,0,19,1,0.916667,92,0,0,0.884615,0.666667,2,3,16.8,1,0.6,no-bug
2,3,0,17,18,1,0,17,2,2,77,0,0,0.875,0.625,1,1,37.5,1,0.5,bug
8,4,0,37,79,0,0,37,1,0.880952,884,0.166667,2,0.86,0.5,3,7,108,5,1.625,bug
5,8,0,17,21,4,0,17,1,0.916667,75,0,0,0.896552,0.666667,2,3,13.4,1,0.6,no-bug
