@relation Version40

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
25,2,0,8,59,150,0,8,20,0.881944,472,0.416667,0,0.62069,0.168889,2,14,17.4,14,1.96,no-bug
7,3,0,2,14,9,0,2,7,0.833333,44,1,0,0.933333,0.285714,1,2,5,1,0.5714,no-bug
2,1,0,4,2,1,0,4,2,2,2,0,0,0,0.666667,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,32,0,0,0,0,0,0,12,0,0,bug
3,1,0,1,4,1,1,0,3,0.5,14,1,0,0,0.666667,0,0,3.333333,1,0.6667,no-bug
1,3,0,1,2,0,0,1,1,2,6,0.5,0,1,1,0,0,3,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,22,0,0,0,0,0,0,12,0,0,bug
1,1,0,1,5,0,1,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
10,1,0,3,11,15,3,0,10,0.822222,60,1,0,0,0.5,0,0,4.5,1,0.9,no-bug
5,1,0,2,6,2,2,0,5,0.85,37,1,0,0,0.466667,0,0,5.4,1,0.8,no-bug
1,1,0,0,5,0,0,0,0,2,27,0,0,0,0,0,0,12,0,0,bug
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
2,1,0,2,2,1,0,2,2,2,2,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,36,0,0,0,0,0,0,12,0,0,bug
2,1,0,2,2,1,0,2,2,2,2,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
26,3,0,12,62,131,0,12,22,0.84,608,0.416667,0,0.684932,0.143357,3,21,21.923077,14,2.4231,no-bug
45,1,0,5,85,768,0,5,38,0.948259,759,0.595745,1,0,0.193182,0,0,14.822222,7,1.4,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,bug
3,1,0,2,12,3,0,2,2,2,95,0,0,0,0.5,0,0,30.666667,5,3,no-bug
9,1,0,3,34,34,1,3,6,1.0875,204,0.1,0,0,0.3,0,0,20.555556,4,1.1111,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,bug
13,4,0,4,31,36,0,4,12,0.8125,150,0.5,0,0.885057,0.201923,4,12,10.230769,5,1.2308,no-bug
5,1,0,2,5,10,0,2,5,2,5,0,0,0,0.6,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,bug
2,1,0,3,2,1,1,2,2,2,2,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,bug
72,2,0,6,103,1934,1,5,66,0.948675,2502,0.491525,0,0.346154,0.138284,2,13,32.930556,83,2.8333,no-bug
1,1,0,0,5,0,0,0,0,2,21,0,0,0,0,0,0,12,0,0,bug
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
5,1,0,1,6,2,1,0,5,0.75,36,0,0,0,0.466667,0,0,5.4,1,0.8,no-bug
19,1,0,2,55,0,1,2,13,0.680556,385,0.875,0,0,0.288889,0,0,18.842105,10,1.5789,no-bug
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,no-bug
3,1,0,4,3,3,0,4,3,2,3,0,0,0,0.6,0,0,0,1,1,no-bug
3,1,0,3,17,1,1,3,2,0.75,58,0.5,0,0,0.666667,0,0,17.666667,3,1,no-bug
11,1,0,0,19,49,0,0,9,0.9,143,0,0,0,0.225,0,0,11.818182,6,2.7273,no-bug
0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,22,0,0,0,0,0,0,12,0,0,bug
3,1,0,5,17,0,1,4,2,0.625,83,0.75,0,0,0.6,0,0,25.333333,1,0.3333,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,no-bug
