@relation Version192

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
3,1,0,5,10,1,3,2,1,0.75,52,0.5,0,0,0.5,0,0,15.666667,1,0.3333,no-bug
6,3,0,10,23,9,0,10,6,0.7,134,0.5,0,0.886364,0.333333,2,6,21,12,3,no-bug
6,3,0,12,24,9,0,12,6,0.7,107,0.5,0,0.886364,0.333333,2,6,16.5,7,2.1667,no-bug
3,5,0,5,10,3,0,5,3,1.5,42,1,0,0.961538,1,3,8,12.666667,4,1.6667,no-bug
2,1,0,1,4,1,0,1,1,2,8,0,0,0,0.5,0,0,3,1,0.5,no-bug
2,1,0,11,18,1,0,11,2,2,56,0,0,0,0.666667,0,0,27,2,1,no-bug
3,2,0,3,7,3,0,3,1,2,23,0,0,0.666667,0.666667,1,2,6.666667,1,0.6667,no-bug
3,3,0,8,17,3,0,8,1,1.5,65,1,0,0.866667,0.5,1,1,20.333333,4,2,no-bug
2,2,0,16,20,1,0,16,2,2,88,1,0,0.5,0.75,0,0,42.5,5,2.5,no-bug
3,1,0,9,19,3,0,9,3,2,60,0,0,0,0.777778,0,0,19,1,0.6667,no-bug
3,5,0,6,12,3,0,6,3,1.5,50,1,0,0.961538,1,3,8,15.333333,5,2,no-bug
2,1,0,10,16,1,0,10,2,2,65,1,0,0,0.666667,0,0,31,3,1.5,no-bug
2,1,0,9,16,1,0,9,2,1,61,0,0,0,0.666667,0,0,29,3,1.5,no-bug
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,no-bug
2,1,0,10,19,1,0,10,2,2,45,0,0,0,0.666667,0,0,21.5,1,0.5,no-bug
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,no-bug
2,5,0,3,10,1,1,2,1,2,46,0,0,0.989796,1,1,1,22,1,0.5,no-bug
5,1,2,20,28,10,2,18,3,2,111,0,0,0,0.56,0,0,21.2,1,0.8,no-bug
21,1,0,9,47,208,0,9,20,0.975,146,0,0,0,0.19375,0,0,5.857143,1,0.9048,no-bug
8,5,0,32,74,22,1,31,2,1.142857,463,0.25,0,0.588235,0.236111,1,1,56.375,5,2.625,no-bug
6,3,0,15,40,9,0,15,6,0.866667,161,0.333333,0,0.886364,0.333333,2,6,25.333333,8,2.3333,no-bug
2,1,0,5,11,1,0,5,2,2,44,0,0,0,0.666667,0,0,21,3,1.5,no-bug
0,1,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,no-bug
6,3,0,6,17,9,0,6,6,0.866667,89,0.333333,0,0.886364,0.333333,2,6,13.333333,5,1.8333,no-bug
3,5,0,4,5,3,0,4,1,2,12,0,0,0.980952,0.666667,1,2,3,1,0.6667,no-bug
3,4,0,2,5,3,0,2,1,1.5,12,0,0,0.888889,0.666667,1,1,2.666667,1,0.6667,no-bug
3,1,0,13,21,1,0,13,2,0.5,72,1,0,0,0.666667,0,0,22.333333,2,0.6667,no-bug
0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,no-bug
4,1,0,21,45,4,0,21,3,0.888889,286,0.333333,0,0,0.777778,0,0,69,7,2,no-bug
10,1,0,8,13,45,0,8,10,2,39,0,0,0,0.35,0,0,2.9,1,0.9,no-bug
3,1,0,27,37,1,0,27,2,0.666667,160,0.666667,0,0,0.666667,0,0,51.333333,4,1.3333,no-bug
7,1,0,6,8,0,0,6,7,0.666667,40,1,0,0,0.452381,0,0,4.285714,1,0.8571,no-bug
3,1,0,11,20,3,0,11,3,2,60,0,0,0,0.777778,0,0,19,1,0.6667,no-bug
2,1,0,3,6,1,0,3,1,2,28,0,0,0,0.5,0,0,13,3,1.5,no-bug
9,3,0,13,40,24,0,13,8,0.84375,252,0.5,0,0.829787,0.311111,2,6,26.555556,11,2.4444,no-bug
3,1,0,3,9,3,0,3,2,1,31,0,0,0,0.333333,0,0,9,2,1,no-bug
6,3,0,7,18,9,0,7,6,0.7,91,0.5,0,0.886364,0.333333,2,6,13.833333,6,2,no-bug
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,no-bug
2,2,0,1,3,1,0,1,1,2,7,0,0,0.75,1,1,1,2.5,1,0.5,no-bug
3,4,0,1,4,3,0,1,1,2,10,0,0,0.8,1,1,1,2.333333,1,0.6667,no-bug
3,5,0,7,11,3,0,7,3,1.5,47,1,0,0.961538,1,3,8,14.333333,5,2,no-bug
3,1,0,16,33,3,0,16,3,1,146,0,0,0,0.777778,0,0,47.333333,3,1.3333,no-bug
2,1,0,16,29,1,0,16,2,1.5,112,0,0,0,0.666667,0,0,54,9,4.5,no-bug
3,3,0,9,15,3,0,9,1,1.5,50,1,0,0.866667,0.5,1,1,15.333333,2,1.3333,no-bug
3,1,0,3,11,3,0,3,2,1,52,0,0,0,0.333333,0,0,15.666667,2,1.3333,no-bug
7,3,0,23,35,19,0,23,2,1.166667,146,0.666667,0,0.4,0.571429,1,1,19.428571,7,2,no-bug
2,5,0,3,10,1,1,2,1,2,46,0,0,0.989796,1,1,1,22,1,0.5,no-bug
9,4,0,7,30,28,2,6,2,0.916667,131,0.666667,0,0.87037,0.5,1,2,13.222222,1,0.7778,no-bug
4,4,0,11,20,6,4,10,1,1,124,1,0,0.968085,0.5,2,4,29.25,1,0.75,no-bug
9,3,0,15,39,10,0,15,8,0.895833,259,0.666667,0,0.829787,0.333333,2,6,27.111111,13,2.8889,no-bug
3,4,0,3,9,3,0,3,1,1.5,39,1,0,0.894737,0.555556,1,1,11.666667,4,1.6667,no-bug
2,1,0,10,21,1,0,10,2,1,81,0,0,0,0.666667,0,0,39,4,2,no-bug
3,5,0,8,17,3,0,8,3,1.5,65,1,0,0.961538,1,4,9,20.333333,7,2.6667,no-bug
6,5,0,11,27,15,1,11,4,1,74,0.5,0,0.963303,0.45,3,4,11,2,1,no-bug
3,4,1,2,4,3,1,1,1,2,10,0,0,0.8,1,1,1,2.333333,1,0.6667,no-bug
3,4,0,3,9,3,0,3,1,1.5,39,1,0,0.894737,0.555556,1,1,11.666667,4,1.6667,no-bug
3,3,0,13,21,0,1,12,3,0.785714,117,0.571429,0,0.846154,0.5,0,0,35.666667,4,1.6667,no-bug
2,1,2,10,16,0,2,8,2,0,50,1,0,0,0.625,0,0,23.5,1,0.5,no-bug
5,6,0,27,49,8,0,27,3,0.875,213,0.5,0,0.974359,0.625,3,6,41.2,7,1.8,no-bug
24,1,0,5,26,244,1,4,24,0.888199,129,1,0,0,0.204167,0,0,4.083333,1,0.9583,no-bug
3,4,0,2,5,3,0,2,1,1.5,12,0,0,0.888889,0.666667,1,1,2.666667,1,0.6667,no-bug
0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,no-bug
3,3,0,13,21,0,1,12,3,0.785714,117,0.571429,0,0.846154,0.5,0,0,35.666667,4,1.6667,no-bug
2,2,0,16,20,1,0,16,2,2,88,1,0,0.5,0.75,0,0,42.5,5,2.5,no-bug
8,1,0,6,9,4,1,5,8,0.678571,57,1,0,0,0.3,0,0,5.625,1,0.875,no-bug
6,5,0,9,20,15,0,9,3,2,80,0,0,0.954545,0.333333,1,1,12.333333,4,1.6667,no-bug
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,no-bug
6,3,0,9,18,9,0,9,6,0.7,95,0.5,0,0.886364,0.333333,2,6,14.5,7,2.1667,no-bug
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,no-bug
4,3,5,11,18,4,5,6,1,1,62,1,0,0.8125,0.5,3,3,14,4,1.5,no-bug
0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,no-bug
3,2,0,4,6,3,0,4,3,2,18,0,0,0.666667,0.5,1,1,5,1,0.6667,no-bug
1,1,0,1,5,0,0,1,0,2,18,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,21,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,19,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,23,0,0,0,0,0,0,12,0,0,no-bug
22,3,0,5,50,145,0,5,18,0.867725,344,0.444444,0,0.736111,0.14876,3,20,14.227273,7,1.5909,no-bug
1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,29,0,0,0,0,0,0,12,0,0,no-bug
3,1,0,6,7,3,0,6,3,2,19,0,0,0,0.666667,0,0,5.333333,1,0.6667,no-bug
0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,no-bug
3,1,0,6,18,3,0,6,3,1,72,0,0,0,0.666667,0,0,22.666667,2,1,no-bug
1,1,0,1,5,0,0,1,0,2,79,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,no-bug
69,3,0,5,106,1752,0,5,64,0.940416,2406,0.482759,0,0.434783,0.118778,3,19,33.028986,80,2.8551,no-bug
1,1,0,1,5,0,0,1,0,2,21,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,74,0,0,0,0,0,0,12,0,0,bug
2,1,0,8,18,1,0,8,1,1,113,0,0,0,0.5,0,0,54.5,5,2.5,no-bug
1,1,0,1,5,0,0,1,0,2,21,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,45,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,4,1,0,0,4,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,1,5,0,0,1,0,2,16,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,19,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,18,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,1,5,0,0,1,0,2,60,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,no-bug
3,1,0,9,21,3,0,9,2,2,111,0,0,0,0.333333,0,0,36,12,4.6667,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,no-bug
18,3,0,8,45,97,0,8,14,0.882353,206,0.5,0,0.769231,0.179012,3,18,10.222222,5,1.3889,no-bug
1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
7,2,0,12,37,21,0,12,1,0.916667,232,0,0,0.538462,0.44898,1,5,31.857143,4,2.2857,no-bug
5,1,0,8,24,10,0,8,3,1.25,138,0,0,0,0.4,0,0,26.4,6,2.8,no-bug
0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,no-bug
0,1,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,no-bug
2,2,0,16,20,1,0,16,2,2,108,1,0,0.5,0.75,0,0,52.5,5,2.5,no-bug
4,4,0,11,20,6,4,10,1,1,124,1,0,0.968085,0.5,2,4,29.25,1,0.75,no-bug
4,5,0,4,10,6,0,4,1,2,43,0,0,0.823529,0.625,2,3,9.75,4,1.5,no-bug
3,4,0,2,5,3,0,2,1,1.5,12,0,0,0.888889,0.666667,1,1,2.666667,1,0.6667,no-bug
2,1,0,10,17,1,0,10,2,1,63,0,0,0,0.666667,0,0,30,3,1.5,no-bug
3,4,0,1,4,3,0,1,1,2,10,0,0,0.8,1,1,1,2.333333,1,0.6667,no-bug
5,3,0,8,22,8,0,8,4,1,111,0.333333,0,0.942308,0.5,0,0,20.6,2,1,no-bug
7,1,0,1,8,3,0,1,7,0.666667,43,1,0,0,0.714286,0,0,4.714286,1,0.8571,no-bug
0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,no-bug
2,1,0,8,11,1,0,8,2,2,51,0,0,0,0.666667,0,0,24.5,3,1.5,no-bug
3,5,0,12,22,3,0,12,3,1.25,83,0.5,0,0.961538,1,3,8,26,8,3,no-bug
5,1,2,20,28,10,2,18,3,2,111,0,0,0,0.56,0,0,21.2,1,0.8,no-bug
3,1,0,16,25,3,0,16,2,1,108,0,0,0,0.5,0,0,34.666667,7,3.3333,no-bug
3,1,0,9,23,3,0,9,3,1,79,0,0,0,0.777778,0,0,25,2,1,no-bug
3,5,0,6,17,3,0,6,3,2,60,0,0,0.961538,1,3,8,19,5,2,no-bug
2,1,0,3,10,1,0,3,2,2,41,0,0,0,0.666667,0,0,19.5,5,2.5,no-bug
1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
2,1,0,5,12,1,0,5,2,2,54,0,0,0,0.625,0,0,26,4,2,no-bug
1,1,0,1,5,0,0,1,0,2,17,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,no-bug
