@relation Version164

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
2,3,0,12,22,1,0,12,2,2,227,0,0,0.857143,0.583333,2,2,112.5,22,11,no-bug
4,4,0,17,25,4,1,16,3,1,101,0,0,0.977273,0.555556,2,9,23.75,1,0.5,no-bug
3,3,0,9,21,1,0,9,2,0.5,68,1,0,0.875,0.666667,1,1,21.333333,4,1.3333,no-bug
2,3,0,6,5,1,0,6,2,2,19,0,0,0.875,0.625,1,1,8.5,1,0.5,no-bug
3,3,0,14,24,3,0,14,2,2,121,0,0,0.777778,0.666667,1,1,39.333333,6,3,no-bug
8,2,0,38,80,8,0,38,2,0.734694,955,0.857143,0,0.7,0.428571,2,2,117.5,13,4.625,no-bug
2,3,0,20,21,1,0,20,2,2,91,0,0,0.875,0.625,1,1,44.5,3,1.5,bug
6,2,0,23,43,15,0,23,1,1.2,287,1,0,0.814815,0.270833,1,1,46.666667,6,4.5,bug
4,4,0,6,10,6,0,6,1,1.333333,30,1,0,0.903226,0.4375,2,2,6.25,1,0.75,no-bug
2,3,0,18,26,1,0,18,2,2,147,0,0,0.857143,0.666667,1,1,72.5,15,7.5,no-bug
9,2,0,13,48,14,0,13,6,0.833333,337,0,0,0.5625,0.53125,2,2,36.111111,6,2.2222,bug
2,1,0,5,2,1,3,2,2,2,2,0,0,0,0.666667,0,0,0,1,1,no-bug
4,4,0,23,47,4,1,22,3,1,190,0,0,0.962963,0.555556,3,5,46,1,0.5,no-bug
4,2,0,7,28,4,1,6,2,0.888889,225,1,0,0.882353,0.555556,1,5,54.5,19,5,no-bug
2,3,0,1,4,1,0,1,1,2,14,0,0,0.941176,0.75,2,3,6,1,0.5,no-bug
20,1,0,97,75,58,50,47,17,0.263158,571,1,0,0,0.1875,0,0,27.5,6,2.5,bug
7,5,0,18,29,15,6,12,5,0.916667,132,0,0,0.915254,0.444444,4,11,17.571429,1,0.7143,no-bug
2,3,0,26,30,1,0,26,2,2,147,0,0,0.857143,0.625,1,1,72.5,13,6.5,no-bug
2,3,0,7,8,1,0,7,2,2,20,0,0,0.857143,0.666667,1,1,9,1,0.5,no-bug
2,3,0,15,16,1,0,15,2,2,64,0,0,0.875,0.6,1,1,31,5,2.5,no-bug
0,1,0,10,0,0,10,0,0,2,9,0,0,0,0,0,0,0,0,0,bug
2,3,0,5,8,1,0,5,2,2,28,0,0,0.875,0.666667,1,1,13,2,1,no-bug
2,3,0,25,38,1,0,25,2,2,289,0,0,0.875,0.625,2,3,143.5,24,12,bug
4,5,0,2,6,6,0,2,2,1.166667,17,0,0,0.967742,1,4,6,2.75,1,0.5,no-bug
2,3,0,9,9,1,0,9,2,2,28,0,0,0.857143,0.583333,1,1,13,3,1.5,no-bug
2,3,0,18,25,1,0,18,2,2,107,0,0,0.875,0.625,2,2,52.5,7,3.5,no-bug
17,1,0,64,78,136,22,42,16,1.0625,503,0,0,0,0.099265,0,0,28.529412,18,3.4118,bug
2,2,0,24,23,1,0,24,2,2,134,0,0,0.8,0.666667,1,1,66,1,0.5,no-bug
6,6,0,17,19,3,0,17,1,0.8,70,0,0,0.84,0.733333,2,3,10.333333,1,0.6667,no-bug
2,4,0,24,31,1,0,24,2,2,216,0,0,0.9375,0.625,2,2,107,1,0.5,no-bug
4,4,0,15,22,4,2,13,3,1,107,0,0,0.977273,0.555556,2,9,25.25,1,0.5,no-bug
8,4,0,18,43,22,2,16,5,0.928571,393,0,0,0.934783,0.5,2,8,47.875,1,0.75,no-bug
2,2,0,13,19,1,0,13,2,2,75,0,0,0.8,0.666667,1,1,36.5,1,0.5,no-bug
2,3,0,9,9,0,1,8,1,0,38,1,0,0.979592,0.5625,2,5,17.5,1,0.5,bug
7,4,0,21,32,9,3,18,5,0.833333,340,0,0,0.945055,0.541667,2,5,47.285714,1,0.7143,no-bug
4,5,0,2,6,6,0,2,2,1.166667,17,0,0,0.967742,1,4,6,2.75,1,0.5,no-bug
2,3,0,14,22,1,0,14,2,2,167,0,0,0.875,0.6,2,2,82.5,17,8.5,no-bug
2,3,0,9,9,1,0,9,2,2,25,0,0,0.857143,0.666667,1,1,11.5,1,0.5,no-bug
2,3,0,6,10,1,0,6,2,2,38,0,0,0.875,0.625,1,1,18,3,1.5,no-bug
4,2,0,31,67,4,0,31,2,1.142857,636,1,0,0.875,0.5,1,1,156.25,9,2.5,no-bug
5,6,0,22,20,4,0,22,1,0.875,76,0,0,0.88,0.666667,2,3,13.8,1,0.6,no-bug
5,6,0,20,28,4,0,20,1,1.071429,189,0,0,0.875,0.666667,2,3,35.4,1,0.6,no-bug
2,3,0,8,12,1,0,8,2,2,52,0,0,0.857143,0.625,1,1,25,4,2,no-bug
2,4,0,3,6,1,0,3,1,2,18,0,0,0.888889,0.75,1,1,8,1,0.5,no-bug
7,3,15,21,18,0,15,6,6,0.625,95,0.75,0,0.857143,0.333333,0,0,12,2,0.7143,no-bug
2,3,0,15,18,1,0,15,2,2,69,0,0,0.875,0.6,1,1,33.5,7,3.5,no-bug
4,5,0,9,10,4,0,9,1,1,28,0,0,0.913043,0.555556,2,2,5.5,1,0.5,no-bug
6,3,0,12,21,11,0,12,4,0.8,205,1,0,0.782609,0.4,0,0,32.833333,1,0.8333,no-bug
6,5,0,15,19,13,0,15,2,1,46,0,0,0.84,0.666667,2,3,6.333333,1,0.6667,no-bug
2,3,0,10,19,1,0,10,2,2,70,0,0,0.875,0.625,2,2,34,5,2.5,no-bug
4,6,0,9,10,4,0,9,1,1,28,0,0,0.913043,0.555556,2,2,5.5,1,0.5,no-bug
2,3,0,12,17,1,0,12,2,2,57,0,0,0.857143,0.666667,1,1,27.5,3,1.5,no-bug
4,2,0,4,7,4,0,4,2,0.833333,31,1,0,0.8,0.666667,1,1,6.25,1,0.5,no-bug
2,3,0,16,20,1,0,16,2,2,68,0,0,0.875,0.625,1,1,33,2,1,no-bug
3,3,0,14,12,3,0,14,2,2,44,0,0,0.777778,0.466667,1,1,13.666667,3,1.3333,no-bug
2,1,0,16,6,1,14,2,2,2,28,0,0,0,0.75,0,0,13,2,1,no-bug
2,3,0,8,7,1,0,8,2,2,25,0,0,0.875,0.625,1,1,11.5,1,0.5,no-bug
2,4,0,16,9,1,0,16,2,2,47,0,0,0.9375,0.625,2,2,22.5,1,0.5,no-bug
5,4,0,15,15,8,3,12,4,1,55,0,0,0.934783,0.5,3,5,9.6,1,0.6,no-bug
3,3,0,21,21,1,0,21,2,0.5,78,1,0,0.875,0.6,1,1,24.666667,5,1.6667,no-bug
2,3,0,14,11,1,0,14,2,2,38,0,0,0.875,0.625,1,1,18,3,1.5,no-bug
2,5,0,4,4,1,0,4,2,2,10,0,0,0.977273,0.666667,2,2,4,1,0.5,no-bug
2,1,0,4,6,1,0,4,2,2,25,0,0,0,0.75,0,0,11.5,3,1.5,no-bug
2,3,0,11,11,1,0,11,2,2,35,0,0,0.875,0.625,2,2,16.5,3,1.5,no-bug
2,3,0,13,9,1,0,13,2,2,31,0,0,0.875,0.625,1,1,14.5,3,1.5,no-bug
2,3,0,10,13,1,0,10,2,2,79,0,0,0.857143,0.583333,1,1,38.5,5,2.5,no-bug
2,4,0,41,47,1,0,41,2,2,423,0,0,0.9375,0.625,2,2,210.5,1,0.5,no-bug
21,1,0,39,50,152,37,2,18,0.897619,718,0.47619,18,0,0.23,0,0,32.190476,3,1.1905,bug
