@relation Version128

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
2,3,0,11,13,1,0,11,2,2,161,0,0,0.857143,0.583333,1,1,79.5,1,0.5,no-bug
10,1,0,7,16,21,4,3,10,0.777778,86,1,3,0,0.28,0,0,7.2,1,0.9,no-bug
5,4,0,7,25,8,0,7,2,1.15,111,0,0,0.9,0.6,1,1,20.2,4,1.4,no-bug
2,3,0,6,7,1,0,6,2,2,23,0,0,0.857143,0.625,1,1,10.5,1,0.5,no-bug
2,3,0,14,20,1,0,14,2,2,73,0,0,0.857143,0.625,1,1,35.5,4,2,no-bug
2,3,0,10,12,1,0,10,2,2,57,0,0,0.857143,0.625,1,1,27.5,1,0.5,no-bug
4,2,2,37,34,4,2,35,3,0.833333,219,0,0,0.666667,0.555556,2,2,53.25,1,0.5,no-bug
2,3,0,20,26,1,0,20,2,2,169,0,0,0.857143,0.625,1,1,83.5,14,7,no-bug
6,6,0,20,29,3,0,20,1,0.866667,167,0,0,0.84,0.733333,2,3,26.333333,1,0.6667,no-bug
5,4,0,15,18,8,3,12,4,1,70,0,0,0.934783,0.5,3,5,12.4,1,0.6,no-bug
2,3,0,15,14,1,0,15,2,2,115,0,0,0.857143,0.625,1,1,56.5,6,3,no-bug
7,5,0,19,34,15,2,17,5,0.944444,198,0,0,0.90566,0.541667,4,8,26.857143,1,0.7143,bug
5,7,0,22,24,4,0,22,1,0.916667,105,0,0,0.884615,0.666667,2,3,19.4,1,0.6,no-bug
4,5,0,9,13,4,0,9,1,1,43,0,0,0.913043,0.555556,2,2,9,1,0.5,no-bug
4,7,0,9,13,4,0,9,1,1,43,0,0,0.92,0.555556,2,2,9,1,0.5,no-bug
4,4,0,25,38,6,0,25,1,1,499,0,0,0.934783,0.5,1,3,122,2,1,no-bug
3,3,0,8,22,1,0,8,2,0.75,91,0.5,0,0.947368,0.666667,0,0,28.666667,4,1.3333,no-bug
21,1,0,29,90,134,2,27,18,0.92963,1272,0.962963,1,0,0.275,0,0,58.285714,43,5.1429,no-bug
6,4,0,12,30,9,0,12,1,0.933333,101,0,0,0.833333,0.533333,2,4,15.333333,1,0.6667,no-bug
5,4,0,16,26,8,1,15,3,1,109,0,0,0.952381,0.4,3,6,20.2,3,1,no-bug
7,4,0,11,22,19,0,11,1,1,67,0,0,0.8,0.611111,2,5,8.142857,1,0.7143,no-bug
31,1,0,152,138,449,94,59,27,0.977778,1400,0.166667,0,0,0.116667,0,0,43.774194,6,2.2258,bug
2,3,0,13,18,1,0,13,2,2,116,0,0,0.857143,0.583333,1,1,57,9,4.5,no-bug
3,4,0,7,11,1,0,7,2,0.5,308,1,0,0.9,0.625,2,2,101.333333,1,0.3333,no-bug
5,6,0,17,19,4,0,17,1,0.916667,75,0,0,0.875,0.666667,2,3,13.4,1,0.6,no-bug
2,1,0,3,4,1,0,3,2,2,12,0,0,0,0.75,0,0,5,1,0.5,no-bug
2,3,0,21,14,1,0,21,2,2,55,0,0,0.857143,0.625,1,1,26.5,3,1.5,no-bug
4,4,0,16,23,4,1,15,3,1,104,0,0,0.977778,0.555556,3,8,24.25,1,0.5,no-bug
3,3,0,20,27,3,0,20,2,1,154,0,0,0.75,0.444444,1,1,50,3,1.3333,no-bug
5,7,0,15,18,4,0,15,1,0.916667,68,0,0,0.88,0.666667,2,3,12,1,0.6,no-bug
4,7,0,9,13,4,0,9,1,1,43,0,0,0.916667,0.555556,2,2,9,1,0.5,no-bug
5,7,0,14,18,4,0,14,1,0.916667,79,0,0,0.884615,0.666667,2,3,14.2,1,0.6,no-bug
2,3,0,18,18,1,0,18,2,2,83,0,0,0.857143,0.625,1,1,40.5,1,0.5,no-bug
5,7,0,12,17,4,0,12,1,0.916667,68,0,0,0.884615,0.666667,2,4,12,1,0.6,no-bug
5,6,0,21,27,4,0,21,1,0.916667,127,0,0,0.875,0.666667,2,3,23.8,1,0.6,no-bug
5,4,0,9,14,8,0,9,1,1,48,0,0,0.869565,0.5,2,4,8,1,0.6,no-bug
4,6,0,27,44,4,3,24,3,1,206,0,0,0.962264,0.555556,5,9,49.75,1,0.5,no-bug
3,2,0,28,63,1,0,28,2,0.928571,542,0.285714,0,0.95,0.75,0,0,175,18,6,no-bug
2,3,0,10,8,1,0,10,2,2,26,0,0,0.857143,0.625,1,1,12,1,0.5,no-bug
4,5,0,2,9,6,0,2,2,1.111111,32,0,0,0.967742,1,4,6,6.25,1,0.5,no-bug
6,6,0,17,22,3,0,17,1,0.866667,85,0,0,0.84,0.733333,2,3,12.666667,1,0.6667,no-bug
2,2,0,7,11,1,0,7,2,2,45,0,0,0.8,0.666667,1,1,21.5,1,0.5,no-bug
5,5,0,21,33,8,5,16,4,1,114,0,0,0.941176,0.5,4,13,21.2,1,0.6,no-bug
2,4,0,11,11,1,0,11,2,2,68,0,0,0.944444,0.625,1,1,33,7,3.5,no-bug
5,7,0,16,18,4,0,16,1,0.916667,66,0,0,0.88,0.666667,2,3,11.6,1,0.6,no-bug
4,5,0,25,36,4,1,24,3,1,144,0,0,0.96,0.555556,4,9,34.25,1,0.5,no-bug
5,4,0,7,11,10,0,7,1,2,25,0,0,0.875,0.55,2,3,4,1,0.8,no-bug
2,3,0,17,15,1,0,17,2,2,78,0,0,0.857143,0.625,1,1,38,9,4.5,no-bug
5,3,3,11,47,2,3,8,3,0.75,169,0.333333,0,0.930233,0.5,2,3,32.2,3,1.4,no-bug
2,3,0,16,23,1,0,16,2,2,82,0,0,0.857143,0.625,1,1,40,6,3,no-bug
5,6,0,13,18,4,0,13,1,0.916667,72,0,0,0.875,0.666667,2,3,12.8,1,0.6,no-bug
2,4,2,13,5,1,2,11,2,2,16,0,0,0.944444,0.625,1,1,7,1,0.5,no-bug
16,1,0,11,24,106,8,3,16,0.885714,150,1,3,0,0.2875,0,0,7.9375,1,0.9375,no-bug
6,6,0,13,19,3,0,13,1,0.866667,72,0,0,0.84,0.733333,2,3,10.5,1,0.6667,no-bug
6,4,0,12,30,13,1,11,4,1,132,0,0,0.932203,0.5,3,4,20.5,1,0.6667,no-bug
4,6,0,9,13,4,0,9,1,1,43,0,0,0.913043,0.555556,2,2,9,1,0.5,no-bug
2,3,0,16,17,1,0,16,2,2,62,0,0,0.857143,0.625,1,1,30,1,0.5,bug
2,2,0,16,16,1,0,16,2,2,63,0,0,0.8,0.666667,1,1,30.5,1,0.5,bug
5,7,0,14,24,4,0,14,1,1,96,0,0,0.884615,0.666667,2,3,17.4,1,0.6,no-bug
