@relation Version355

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
5,5,0,19,24,10,0,19,1,1,79,0,0,0.913043,0.7,2,3,14.6,5,1.6,bug
2,3,0,9,10,1,0,9,2,2,30,0,0,0.857143,0.625,1,1,14,1,0.5,no-bug
4,5,0,21,22,4,1,20,3,1,96,0,0,0.957447,0.555556,2,4,22,1,0.5,no-bug
5,1,0,8,10,10,2,6,2,1.225,145,0.9,1,0,0.583333,0,0,26,11,3.8,no-bug
2,3,0,28,21,1,0,28,2,1,107,0,0,0.857143,0.625,1,1,52,1,0.5,bug
2,3,0,28,27,1,0,28,2,1,157,0,0,0.857143,0.625,1,1,76.5,8,4,bug
10,2,0,19,41,39,0,19,1,0.888889,466,0.5,0,0.714286,0.305556,2,4,45.4,54,7.7,bug
2,3,0,20,29,1,0,20,2,1,172,0,0,0.857143,0.625,1,1,83.5,1,0.5,bug
8,4,12,35,60,10,12,23,3,0.879121,503,0.307692,0,0.863636,0.257143,1,1,60.25,15,3.25,bug
2,3,0,9,7,1,0,9,2,2,23,0,0,0.857143,0.625,1,1,10.5,1,0.5,no-bug
2,4,0,27,24,1,0,27,2,1,158,0,0,0.928571,0.625,1,1,75.5,1,0.5,bug
4,6,0,16,20,4,1,15,3,1,75,0,0,0.935484,0.555556,3,3,17,1,0.5,no-bug
2,3,0,22,16,1,0,22,2,2,57,0,0,0.857143,0.625,1,1,27.5,1,0.5,bug
3,1,0,3,7,3,1,2,2,1,34,0,1,0,0.75,0,0,10,2,0.6667,no-bug
2,3,0,12,15,1,0,12,2,1,67,0,0,0.857143,0.625,1,1,31.5,3,1.5,no-bug
2,3,0,18,20,1,0,18,2,1,69,0,0,0.857143,0.625,1,1,33,1,0.5,bug
2,4,0,5,5,1,0,5,2,2,12,0,0,0.972222,0.666667,2,2,5,1,0.5,no-bug
5,5,0,10,14,8,0,10,2,1,46,0,0,0.869565,0.5,3,3,7.6,1,0.6,no-bug
2,4,0,15,17,1,0,15,2,1,81,0,0,0.928571,0.625,1,1,39,1,0.5,bug
2,3,0,9,12,1,0,9,2,1,49,0,0,0.857143,0.625,1,1,23,4,2,bug
6,5,0,22,29,9,0,22,2,0.96,134,0,0,0.833333,0.6,3,4,20.5,1,0.6667,bug
4,5,0,24,27,4,2,22,3,1,112,0,0,0.957447,0.555556,2,4,26,1,0.5,no-bug
11,5,0,39,41,13,18,21,10,0.775,369,0,0,0.833333,0.65,4,9,32.181818,1,0.8182,bug
2,1,0,13,11,1,5,8,2,2,29,0,0,0,0.625,0,0,13.5,1,0.5,no-bug
2,4,0,13,15,1,0,13,2,1,65,0,0,0.888889,0.6,1,1,31,3,1.5,no-bug
2,4,0,7,12,1,0,7,2,1,50,0,0,0.928571,0.625,1,1,23.5,4,2,bug
2,4,0,16,12,1,0,16,2,2,39,0,0,0.928571,0.625,1,1,18.5,1,0.5,no-bug
2,4,0,30,24,1,0,30,2,1,135,0,0,0.928571,0.625,1,1,65,1,0.5,bug
2,3,0,15,11,1,0,15,2,2,47,0,0,0.857143,0.583333,1,1,22.5,1,0.5,bug
3,5,0,3,8,3,1,2,2,1.166667,29,0,0,0.978261,1,2,4,7.666667,1,0.3333,no-bug
2,3,0,5,7,1,0,5,2,2,19,0,0,0.857143,0.625,1,1,8.5,1,0.5,no-bug
5,5,0,5,8,10,0,5,1,2,18,0,0,0.913043,0.7,2,2,2.6,1,0.8,bug
2,4,0,23,20,1,0,23,2,1,87,0,0,0.928571,0.625,1,1,41.5,1,0.5,bug
6,5,0,42,62,3,2,40,4,1.02,532,0.4,0,0.870968,0.48,2,2,86,1,0.6667,no-bug
2,3,0,10,10,1,0,10,2,2,29,0,0,0.857143,0.625,1,1,13.5,1,0.5,no-bug
6,8,0,19,18,15,6,13,4,1.066667,77,0,0,0.885714,0.7,5,5,11.333333,3,1.3333,no-bug
2,4,0,10,8,1,0,10,2,2,25,0,0,0.888889,0.6,1,1,11.5,1,0.5,bug
6,4,0,19,26,9,1,18,2,0.95,109,0,0,0.826087,0.6,2,4,16.5,1,0.6667,no-bug
5,5,0,10,20,8,1,9,3,1,92,0,0,0.888889,0.5,2,2,16.6,2,0.8,no-bug
0,1,0,1,0,0,1,0,0,2,21,0,0,0,0,0,0,0,0,0,no-bug
4,5,0,2,9,6,0,2,3,1.111111,32,0,0,0.935484,1,1,1,6.25,1,0.5,no-bug
4,5,0,2,9,6,0,2,3,1.111111,32,0,0,0.935484,1,1,1,6.25,1,0.5,no-bug
6,5,0,13,26,15,0,13,1,1,157,0,0,0.893617,0.708333,2,3,24.5,5,1.6667,no-bug
2,4,0,43,35,1,0,43,2,1,251,0,0,0.928571,0.625,1,1,122.5,1,0.5,bug
6,7,0,13,18,9,0,13,1,0.933333,67,0,0,0.891892,0.666667,4,5,9.666667,1,0.6667,no-bug
2,4,0,33,40,1,0,33,2,1,377,0,0,0.928571,0.625,1,1,185,1,0.5,bug
6,1,0,61,19,13,46,15,4,0.96,114,0.2,0,0,0.28,0,0,17.166667,2,1,no-bug
2,4,0,24,24,1,0,24,2,1,128,0,0,0.928571,0.625,1,1,61.5,1,0.5,bug
5,1,0,22,39,10,7,15,3,1.15,302,0,0,0,0.25,0,0,58.4,13,4.6,bug
6,4,0,11,19,9,0,11,1,0.933333,68,0,0,0.833333,0.6,2,5,9.833333,1,0.6667,no-bug
2,3,0,9,7,1,0,9,2,2,14,0,0,0.857143,0.625,1,1,6,1,0.5,no-bug
2,3,0,11,11,1,0,11,2,2,40,0,0,0.857143,0.625,1,1,19,1,0.5,bug
2,6,4,5,6,1,4,1,1,1,22,0,0,0.966667,1,1,1,9.5,2,1,no-bug
2,3,0,11,16,1,0,11,2,1,52,0,0,0.857143,0.625,1,1,24.5,3,1.5,bug
3,3,0,5,11,3,0,5,1,2,33,0,0,0.8,0.555556,1,1,10,3,1.6667,no-bug
2,3,0,11,9,1,0,11,2,2,26,0,0,0.857143,0.625,1,1,12,1,0.5,bug
2,3,0,20,23,1,0,20,2,1,150,0,0,0.857143,0.625,1,1,72,6,3,no-bug
2,4,0,14,13,1,0,14,2,1,63,0,0,0.928571,0.625,1,1,29.5,1,0.5,no-bug
2,4,0,18,12,1,0,18,2,2,43,0,0,0.928571,0.625,1,1,20.5,1,0.5,no-bug
4,1,0,9,4,6,6,3,4,2,4,0,0,0,0.55,0,0,0,1,1,no-bug
2,3,0,22,27,1,0,22,2,1,122,0,0,0.857143,0.625,1,1,59.5,8,4,bug
2,4,0,16,16,1,0,16,2,2,49,0,0,0.888889,0.6,1,1,23.5,1,0.5,bug
4,5,0,3,9,6,1,2,1,1.111111,32,0,0,0.92,1,2,2,6.25,1,0.5,no-bug
8,5,0,30,42,0,12,18,7,0.857143,329,0,0,0.882353,0.809524,2,6,39.625,1,0.75,bug
2,3,0,29,25,1,0,29,2,1,142,0,0,0.857143,0.625,1,1,69,1,0.5,bug
2,3,0,17,19,1,0,17,2,1,92,0,0,0.857143,0.625,1,1,44,5,2.5,bug
2,4,0,12,17,1,0,12,2,1,64,0,0,0.972222,0.666667,3,3,30.5,3,1.5,no-bug
6,5,0,17,25,9,0,17,2,0.933333,95,0,0,0.833333,0.6,3,4,14.333333,1,0.6667,bug
4,5,0,34,56,4,2,32,3,1,420,0,0,0.957447,0.555556,2,4,102,1,0.5,no-bug
5,5,0,35,43,4,2,33,4,0.916667,287,0,0,0.9,0.666667,2,2,55.2,1,0.6,no-bug
12,5,0,49,95,10,7,42,9,0.87013,796,0,0,0.818182,0.545455,2,4,64.75,1,0.8333,bug
4,5,2,26,54,4,2,24,2,1,356,0.2,0,0.957447,0.555556,0,0,86.75,1,0.5,no-bug
6,5,0,15,19,9,0,15,2,0.933333,69,0,0,0.833333,0.6,3,4,10,1,0.6667,no-bug
2,4,0,29,27,1,0,29,2,1,229,0,0,0.928571,0.625,1,1,111.5,1,0.5,bug
7,5,0,21,27,13,0,21,3,0.933333,150,0,0,0.8,0.4,3,5,19.714286,3,1,no-bug
2,2,0,10,13,1,0,10,2,1,64,0,0,0.8,0.666667,1,1,30,3,1.5,no-bug
4,5,0,10,13,6,0,10,2,1,103,0,0,0.9375,0.34375,1,2,23.75,2,1,no-bug
4,5,0,15,21,6,0,15,2,1,133,0,0,0.9375,0.357143,2,3,31.75,1,0.75,bug
7,7,0,21,28,9,0,21,1,0.888889,110,0,0,0.868421,0.722222,4,5,14.285714,1,0.7143,no-bug
2,3,0,10,9,1,0,10,2,2,29,0,0,0.857143,0.625,1,1,13.5,1,0.5,bug
2,4,0,16,12,1,0,16,2,2,44,0,0,0.928571,0.625,1,1,21,1,0.5,no-bug
2,3,0,25,21,1,0,25,2,1,93,0,0,0.857143,0.625,1,1,44.5,1,0.5,bug
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368,0.666667,0,0,13.666667,2,0.6667,no-bug
2,3,0,23,18,1,0,23,2,1,84,0,0,0.857143,0.625,1,1,40,1,0.5,bug
43,1,0,20,74,767,4,16,38,0.960928,1450,0,0,0,0.172757,0,0,30.906977,5,1.3488,bug
5,4,0,17,34,4,0,17,1,0.916667,451,0.222222,0,0.9375,0.5,2,2,87.4,2,1,bug
7,1,0,19,34,19,0,19,7,0.916667,155,0,0,0,0.367347,0,0,20.857143,4,1.7143,bug
5,1,0,10,9,10,1,9,5,2,26,0,0,0,0.72,0,0,4.2,1,0.8,no-bug
2,4,0,21,20,1,0,21,2,1,98,0,0,0.928571,0.625,1,1,47.5,1,0.5,no-bug
2,3,0,14,18,1,0,14,2,1,79,0,0,0.857143,0.625,1,1,37.5,3,1.5,no-bug
4,2,0,3,7,6,0,3,4,2,37,0,0,0.666667,0.75,0,0,8.25,1,0.75,no-bug
9,5,0,24,35,24,0,24,4,0.95,172,0,0,0.740741,0.425,3,5,17.555556,3,1,bug
2,4,0,39,50,1,0,39,2,1,300,0,0,0.972222,0.666667,2,2,145,1,0.5,bug
4,1,0,17,29,4,2,15,2,0.888889,121,0.333333,0,0,0.388889,0,0,28.5,3,1,no-bug
5,3,0,34,98,8,0,34,2,1.035714,778,0.428571,0,0.869565,0.34375,2,2,153.2,22,6.4,bug
2,4,0,38,40,1,0,38,2,1,354,0,0,0.928571,0.625,1,1,173,1,0.5,bug
2,3,0,11,20,1,0,11,2,2,107,0,0,0.857143,0.625,1,1,52.5,7,3.5,bug
4,5,0,3,9,6,1,2,1,1.111111,32,0,0,0.92,1,2,2,6.25,1,0.5,no-bug
2,4,0,25,23,1,0,25,2,1,112,0,0,0.928571,0.625,1,1,54,1,0.5,bug
8,6,12,25,24,28,12,13,4,1,75,0,0,0.818182,0.428571,3,4,8.125,3,1,no-bug
2,3,0,20,16,1,0,20,2,1,65,0,0,0.857143,0.625,1,1,31,1,0.5,bug
2,3,0,8,6,1,0,8,2,2,21,0,0,0.857143,0.625,1,1,9.5,2,1,bug
5,5,0,29,60,4,3,26,4,0.9375,419,0,0,0.916667,0.666667,2,4,82,1,0.6,no-bug
2,2,0,10,9,1,0,10,2,2,61,0,0,0.8,0.666667,1,1,29.5,1,0.5,bug
3,3,0,32,59,3,0,32,2,1,399,0,0,0.75,0.466667,1,1,131,2,1,bug
4,3,0,13,27,4,0,13,1,0.904762,304,0.142857,0,0.955556,0.666667,1,1,73.25,1,0.5,no-bug
2,4,0,23,36,1,0,23,2,1,194,0,0,0.928571,0.625,1,1,95,1,0.5,bug
1,1,0,5,1,0,2,3,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
4,2,0,13,9,6,8,5,1,2,20,0,0,0.571429,0.55,1,2,4,1,0.75,no-bug
6,5,0,16,21,13,0,16,3,1,68,0,0,0.833333,0.36,3,4,9.833333,1,0.6667,no-bug
3,4,0,24,26,1,0,24,2,1.1875,168,0.625,0,0.928571,0.625,1,1,52.333333,1,0.3333,bug
2,4,0,11,8,1,0,11,2,2,29,0,0,0.888889,0.6,1,1,13.5,1,0.5,bug
2,4,0,21,33,1,0,21,2,1,198,0,0,0.972222,0.666667,3,3,96.5,7,3.5,no-bug
2,3,0,14,15,1,0,14,2,2,45,0,0,0.857143,0.625,1,1,21.5,1,0.5,no-bug
6,5,0,14,19,15,0,14,1,1,89,0,0,0.9,0.75,2,3,13.5,5,1.5,no-bug
2,4,0,13,13,1,0,13,2,1,60,0,0,0.888889,0.6,1,1,28.5,5,2.5,bug
11,5,0,33,41,13,13,20,10,0.775,362,0,0,0.833333,0.65,4,9,31.545455,1,0.8182,bug
2,3,0,17,19,1,0,17,2,1,77,0,0,0.857143,0.625,2,2,36.5,1,0.5,bug
2,4,0,15,13,1,0,15,2,1,53,0,0,0.928571,0.625,1,1,25,1,0.5,no-bug
3,1,0,5,3,3,3,2,3,2,3,0,0,0,0.777778,0,0,0,1,1,no-bug
2,5,0,33,32,1,0,33,2,1,143,0,0,0.9375,0.6,1,1,70,1,0.5,no-bug
2,3,0,18,19,1,0,18,2,1,103,0,0,0.857143,0.625,1,1,49.5,11,5.5,bug
2,4,0,20,22,1,0,20,2,1.888889,132,0.888889,0,0.928571,0.625,1,1,60.5,1,0.5,no-bug
4,4,0,1,9,6,0,1,4,1,45,0,0,0.943396,1,1,3,9.75,2,1.25,no-bug
