@relation Version185

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
3,1,0,4,11,3,1,3,2,1,73,0,0,0,0.333333,0,0,22.333333,3,1.6667,no-bug
13,1,22,62,96,74,22,40,2,0.958333,514,0.75,1,0,0.333333,0,0,38.230769,13,3.3077,no-bug
2,1,0,2,5,1,1,1,2,2,36,0,0,0,0.75,0,0,17,6,3,no-bug
5,1,0,148,5,10,144,4,5,2,5,0,0,0,1,0,0,0,1,1,no-bug
18,2,0,53,146,117,1,53,3,0.966912,1190,0.625,0,0.448276,0.264706,1,8,64.222222,35,5.1667,bug
1,6,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,bug
17,1,3,22,54,64,9,16,7,0.6625,348,0.8,1,0,0.223214,0,0,19.176471,4,1.7059,no-bug
11,1,0,15,49,55,1,14,8,2,295,0,0,0,0.5,0,0,25.818182,3,2.3636,no-bug
2,3,0,7,10,1,1,7,2,2,33,1,0,0.988372,0.666667,1,1,15,2,1,no-bug
2,5,0,4,4,1,1,3,1,2,9,0,0,0.99,1,1,1,3.5,1,0.5,no-bug
2,3,0,9,17,1,0,9,2,1,61,0,0,0.8,0.75,1,1,29,5,2.5,no-bug
3,1,0,9,22,3,0,9,3,1,76,0,0,0,0.777778,0,0,24,2,1,no-bug
18,3,0,12,46,89,1,11,14,0.840336,352,0.428571,0,0.847619,0.201389,3,17,18.166667,7,2.2222,no-bug
15,1,0,29,92,89,1,28,2,0.819549,913,0.736842,1,0,0.2,0,0,58.6,15,3.4667,no-bug
7,2,1,23,42,21,5,21,1,2,319,0,0,0.666667,0.380952,2,3,44.571429,15,3.2857,no-bug
2,2,0,2,3,1,1,1,1,2,7,0,0,0.909091,1,1,2,2.5,1,0.5,no-bug
6,2,0,20,38,15,4,20,1,2,270,0,0,0.705882,0.5,2,4,44,15,3.5,no-bug
3,1,0,4,11,3,1,3,2,1,52,0,0,0,0.333333,0,0,15.666667,2,1.3333,no-bug
2,1,0,6,10,0,1,5,2,0.5,36,0.5,1,0,0.625,0,0,16,2,1,no-bug
9,2,0,12,69,36,1,11,3,1.125,402,0.4,0,0.789474,0.37037,1,3,43.111111,17,3.8889,no-bug
2,1,0,3,10,1,0,3,2,2,31,0,0,0,0.666667,0,0,14.5,3,1.5,no-bug
0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,no-bug
7,3,0,9,20,0,0,9,7,0.611111,103,0.666667,1,0.866667,0.285714,2,6,13.285714,3,1.5714,no-bug
2,1,18,25,7,1,19,6,2,1,126,0.5,3,0,0.75,0,0,57,7,3.5,no-bug
8,2,0,2,23,0,1,1,7,0.142857,193,1,0,0.461538,0.45,1,1,23,6,2.75,no-bug
5,1,0,6,22,2,2,5,1,0.833333,96,1,0,0,0.35,0,0,17.6,3,1.2,no-bug
2,2,0,2,3,1,1,1,1,2,7,0,0,0.909091,1,1,2,2.5,1,0.5,no-bug
0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,no-bug
6,1,0,19,31,3,4,15,3,0.4,304,1,0,0,0.333333,0,0,49.5,12,3.3333,no-bug
4,2,0,4,8,6,1,3,1,2,25,0,0,0.8,0.625,1,2,5.25,2,1,no-bug
