@relation Version4

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
2,4,0,2,5,1,0,2,1,2,24,1,0,0.941176,0.75,1,1,10.5,3,1.5,no-bug
12,4,1,19,44,66,2,18,6,2,259,0,0,0.905172,0.35,2,3,20.583333,8,2.0833,no-bug
10,4,0,13,48,45,4,13,2,1.066667,206,1,0,0.918919,0.5,2,3,19.1,4,1.2,no-bug
2,3,0,5,7,1,0,5,1,2,26,1,0,0.933333,0.75,1,1,11.5,4,2,bug
8,1,0,4,38,0,3,1,5,0.642857,255,0.5,0,0,0.285714,0,0,30.625,2,0.875,no-bug
2,3,0,10,18,1,0,10,1,2,108,1,0,0.933333,0.75,2,2,52.5,10,5,no-bug
2,3,0,7,14,1,0,7,1,2,39,1,0,0.933333,0.75,1,1,18,2,1,no-bug
4,1,0,7,18,6,2,5,1,2,66,0,0,0,0.416667,0,0,15.5,2,1.5,no-bug
3,4,0,4,13,3,0,4,1,1.5,58,1,0,0.894737,0.555556,1,1,18,4,2,no-bug
35,1,0,34,124,139,4,30,3,1.005462,2273,0.057143,0,0,0.318627,0,0,61.942857,14,2.2571,no-bug
5,1,0,1,12,2,1,0,5,0.625,46,1,0,0,0.7,0,0,7.8,3,1.2,no-bug
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,0,no-bug
2,4,0,1,3,1,0,1,1,2,7,0,0,0.888889,1,1,2,2.5,1,0.5,no-bug
8,1,1,4,37,18,1,3,4,0.957143,271,0.5,0,0,0.392857,0,0,31.625,6,1.625,no-bug
19,1,0,31,75,13,22,9,11,0.644444,623,0.8,0,0,0.134921,0,0,31.526316,6,2.3684,no-bug
3,6,0,2,16,0,2,0,3,0.833333,69,1,0,0.997089,0.555556,1,1,21,1,0.6667,no-bug
2,2,0,4,4,1,0,4,1,2,12,0,0,0.833333,0.75,1,1,5,1,0.5,no-bug
23,1,0,10,72,185,1,9,17,1.003135,985,0.224138,0,0,0.286957,0,0,39.304348,12,2.1304,no-bug
2,1,0,5,8,1,0,5,2,2,27,0,0,0,0.666667,0,0,12.5,1,0.5,no-bug
0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,no-bug
5,2,3,4,16,2,4,0,4,0.75,81,1,0,0.714286,0.433333,1,2,14.6,2,1.4,no-bug
2,2,0,8,12,1,0,8,2,2,39,0,0,0.666667,0.75,0,0,18.5,2,1,no-bug
4,2,14,23,20,0,14,9,2,2,89,0,0,0.4,0.583333,0,0,21.25,4,2.25,bug
42,1,0,144,206,815,87,57,38,1.009059,1133,0.2,0,0,0.078714,0,0,25.142857,11,2.8571,bug
2,3,0,7,14,1,0,7,1,2,74,1,0,0.933333,0.75,1,1,35.5,5,2.5,no-bug
4,1,0,16,9,6,12,4,3,1,43,1,0,0,0.25,0,0,9,2,1.5,no-bug
18,5,0,18,47,119,2,16,11,0.882353,209,0.5,1,0.899371,0.22549,3,17,10.388889,5,1.1667,no-bug
2,3,0,1,7,1,0,1,1,2,42,1,0,0.98,0.666667,0,0,19.5,1,0.5,no-bug
6,3,0,8,25,3,0,8,6,0.7,121,1,0,0.886364,0.333333,2,6,18.833333,6,2,no-bug
0,1,0,0,0,0,0,0,0,2,59,0,0,0,0,0,0,0,0,0,no-bug
11,1,0,1,23,35,1,0,10,0.633333,305,1,0,0,0.285714,0,0,26.454545,6,1.7273,no-bug
7,1,0,3,8,15,3,0,7,0.833333,34,1,0,0,0.714286,0,0,3.428571,1,0.8571,no-bug
