@relation Version9

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {no-bug,bug}

@data
6,5,0,13,16,9,1,12,2,0.933333,57,0,0,0.846154,0.44,2,4,8,1,0.6667,no-bug
4,4,0,14,20,4,1,13,3,1.133333,82,0.4,0,0.959184,0.555556,3,5,18.25,1,0.5,no-bug
6,4,0,28,41,15,1,27,1,1,167,0,0,0.857143,0.404762,1,3,26.333333,5,1.5,no-bug
2,3,0,16,13,1,1,15,2,2,82,0,0,0.875,0.625,1,1,40,7,3.5,no-bug
2,3,0,17,19,1,1,16,2,2,96,0,0,0.875,0.625,1,1,47,1,0.5,no-bug
266,1,0,46,268,35227,2,44,266,0.995687,826,0.857143,0,0,0.029559,0,0,2.078947,1,0.9962,no-bug
2,3,0,13,17,1,3,10,2,2,65,0,0,0.875,0.666667,1,1,31.5,5,2.5,no-bug
5,6,0,17,19,4,1,16,1,0.916667,71,0,0,0.884615,0.666667,2,3,12.6,1,0.6,no-bug
2,3,0,20,35,1,0,20,2,2,176,0,0,0.875,0.625,2,2,87,1,0.5,no-bug
2,3,0,9,8,1,0,9,1,2,30,0,0,0.857143,0.666667,1,1,14,4,2,no-bug
2,3,0,17,14,1,5,12,2,2,55,0,0,0.875,0.625,1,1,26.5,4,2,no-bug
4,3,2,9,24,2,2,7,2,0.777778,101,0.333333,0,0.955556,0.666667,2,3,23.5,3,1.25,no-bug
2,1,0,4,6,1,0,4,0,1,21,1,0,0,1,0,0,8,0,0,no-bug
3,4,0,8,8,3,6,2,2,1.166667,29,0,0,0.982759,1,3,6,7.666667,1,0.3333,no-bug
2,3,0,25,52,1,1,24,2,1,218,0,0,0.875,0.625,1,1,107,9,4.5,no-bug
5,6,0,13,16,4,1,12,1,0.916667,62,0,0,0.884615,0.666667,2,3,10.8,1,0.6,no-bug
4,1,0,21,43,6,0,21,2,0.962963,289,0.111111,0,0,0.47619,0,0,69,15,4,no-bug
2,3,0,21,19,1,1,20,2,2,169,0,0,0.875,0.625,1,1,83.5,4,2,no-bug
5,6,0,15,18,4,0,15,1,0.916667,64,0,0,0.884615,0.666667,2,3,11.2,1,0.6,no-bug
5,6,0,16,19,4,4,12,1,0.916667,89,0,0,0.884615,0.666667,2,3,16.2,1,0.6,no-bug
