wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4,1,0,2,9,0,2,0,4,0.5,45,1,0,0,0.666666667,0,0,9.75,3,1.25,no-bug
2,1,0,1,4,1,0,1,2,2,9,0,0,0,1,0,0,3.5,1,0.5,no-bug
6,1,0,11,7,7,10,1,5,0.88,41,1,1,0,0.375,0,0,5,1,0.6667,no-bug
10,1,0,1,23,9,1,0,9,0.755555556,155,1,0,0,0.65,0,0,14,3,1,no-bug
16,1,0,37,77,108,1,36,9,0.916666667,368,1,6,0,0.1484375,0,0,21.5,3,1.3125,bug
7,1,0,5,7,21,3,2,7,2,7,0,0,0,0.535714286,0,0,0,1,1,no-bug
2,1,0,3,2,1,2,1,2,2,2,0,0,0,0.75,0,0,0,1,1,no-bug
6,1,0,6,6,15,4,2,6,2,6,0,0,0,0.333333333,0,0,0,1,1,no-bug
5,1,4,4,9,0,4,0,4,0.375,35,1,0,0,0.6,0,0,5.6,1,0.8,no-bug
15,1,0,10,23,69,10,0,15,0.785714286,213,1,0,0,0.366666667,1,1,12.86666667,7,1.7333,no-bug
29,1,0,11,50,180,10,1,26,0.726190476,418,1,0,0,0.226600985,1,1,13.20689655,7,1.2759,no-bug
8,1,0,6,8,28,5,1,8,2,8,0,0,0,0.4,0,0,0,1,1,no-bug
9,1,0,7,30,0,4,3,9,0.45,141,1,2,0,0.62962963,0,0,14.11111111,2,1.1111,no-bug
5,2,0,8,8,6,7,1,3,0.892857143,91,0.285714286,6,0.8125,0.416666667,1,1,15.8,1,0.6,no-bug
1,1,0,8,1,0,8,0,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
29,1,0,11,41,282,8,3,29,0.895833333,348,1,3,0,0.183908046,1,1,10.5862069,7,1.2069,bug
5,1,0,2,6,4,2,0,5,0.75,31,1,0,0,0.466666667,0,0,4.6,1,0.8,no-bug
4,2,0,6,10,6,1,6,4,2,28,0,0,0.4,0.4375,0,0,6,1,0.75,bug
4,3,0,4,35,6,0,4,3,1.333333333,205,1,0,0.892857143,0.45,3,3,50,1,0.75,no-bug
2,2,0,4,5,1,0,4,2,2,11,0,0,0.666666667,0.75,0,0,4.5,1,0.5,no-bug
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
25,1,0,8,25,300,1,7,25,2,25,0,0,0,0.337777778,0,0,0,1,1,no-bug
2,2,0,7,11,1,0,7,2,1,35,1,0,0.833333333,1,0,0,16,1,0.5,no-bug
32,1,0,12,46,448,8,5,32,0.919354839,261,1,3,0,0.17578125,1,1,6.78125,7,1.3438,no-bug
