wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
25,2,0,8,59,150,0,8,20,0.881944444,472,0.416666667,0,0.620689655,0.168888889,2,14,17.4,14,1.96,no-bug
7,3,0,2,14,9,0,2,7,0.833333333,44,1,0,0.933333333,0.285714286,1,2,5,1,0.5714,no-bug
2,1,0,4,2,1,0,4,2,2,2,0,0,0,0.666666667,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,32,0,0,0,0,0,0,12,0,0,bug
3,1,0,1,4,1,1,0,3,0.5,14,1,0,0,0.666666667,0,0,3.333333333,1,0.6667,no-bug
1,3,0,1,2,0,0,1,1,2,6,0.5,0,1,1,0,0,3,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,22,0,0,0,0,0,0,12,0,0,bug
1,1,0,1,5,0,1,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
10,1,0,3,11,15,3,0,10,0.822222222,60,1,0,0,0.5,0,0,4.5,1,0.9,no-bug
5,1,0,2,6,2,2,0,5,0.85,37,1,0,0,0.466666667,0,0,5.4,1,0.8,no-bug
1,1,0,0,5,0,0,0,0,2,27,0,0,0,0,0,0,12,0,0,bug
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
2,1,0,2,2,1,0,2,2,2,2,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,36,0,0,0,0,0,0,12,0,0,bug
2,1,0,2,2,1,0,2,2,2,2,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
26,3,0,12,62,131,0,12,22,0.84,608,0.416666667,0,0.684931507,0.143356643,3,21,21.92307692,14,2.4231,no-bug
45,1,0,5,85,768,0,5,38,0.948259188,759,0.595744681,1,0,0.193181818,0,0,14.82222222,7,1.4,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,bug
3,1,0,2,12,3,0,2,2,2,95,0,0,0,0.5,0,0,30.66666667,5,3,no-bug
9,1,0,3,34,34,1,3,6,1.0875,204,0.1,0,0,0.3,0,0,20.55555556,4,1.1111,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,bug
13,4,0,4,31,36,0,4,12,0.8125,150,0.5,0,0.885057471,0.201923077,4,12,10.23076923,5,1.2308,no-bug
5,1,0,2,5,10,0,2,5,2,5,0,0,0,0.6,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,bug
2,1,0,3,2,1,1,2,2,2,2,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,bug
72,2,0,6,103,1934,1,5,66,0.948675101,2502,0.491525424,0,0.346153846,0.138284251,2,13,32.93055556,83,2.8333,no-bug
1,1,0,0,5,0,0,0,0,2,21,0,0,0,0,0,0,12,0,0,bug
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
5,1,0,1,6,2,1,0,5,0.75,36,0,0,0,0.466666667,0,0,5.4,1,0.8,no-bug
19,1,0,2,55,0,1,2,13,0.680555556,385,0.875,0,0,0.288888889,0,0,18.84210526,10,1.5789,no-bug
0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,no-bug
3,1,0,4,3,3,0,4,3,2,3,0,0,0,0.6,0,0,0,1,1,no-bug
3,1,0,3,17,1,1,3,2,0.75,58,0.5,0,0,0.666666667,0,0,17.66666667,3,1,no-bug
11,1,0,0,19,49,0,0,9,0.9,143,0,0,0,0.225,0,0,11.81818182,6,2.7273,no-bug
0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,22,0,0,0,0,0,0,12,0,0,bug
3,1,0,5,17,0,1,4,2,0.625,83,0.75,0,0,0.6,0,0,25.33333333,1,0.3333,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,no-bug
1,1,0,4,1,0,0,4,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,12,0,0,bug
5,1,0,1,6,0,1,0,5,0.5,30,1,0,0,0.7,0,0,4.6,1,0.8,no-bug
1,1,0,0,5,0,0,0,0,2,18,0,0,0,0,0,0,12,0,0,bug
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,no-bug
9,3,0,2,20,0,0,2,9,0.625,88,1,0,0.943396226,0.238095238,1,2,8.444444444,2,0.7778,no-bug
1,1,0,0,5,0,0,0,0,2,22,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
1,1,0,0,5,0,0,0,0,2,15,0,0,0,0,0,0,12,0,0,bug
22,1,0,3,39,231,0,3,21,2,366,0,0,0,0.170454545,0,0,15.63636364,11,3.3636,no-bug
1,1,0,0,5,0,0,0,0,2,17,0,0,0,0,0,0,12,0,0,bug
25,2,0,3,30,154,0,3,24,0.852272727,232,1,0,0.610169492,0.38,1,1,7.84,1,0.92,no-bug
